route_code,route_name,passengers
ES_LEGE_UK_EGGW,GIRONA airport - LONDON LUTON airport,14933
ES_LEGE_UK_EGHH,GIRONA airport - BOURNEMOUTH airport,20835
ES_LEGE_UK_EGNM,GIRONA airport - LEEDS BRADFORD airport,19812
ES_LEGE_UK_EGNT,GIRONA airport - NEWCASTLE airport,19727
ES_LEGE_UK_EGNX,GIRONA airport - EAST MIDLANDS airport,16955
ES_LEGE_UK_EGPH,GIRONA airport - EDINBURGH airport,15484
ES_LEGE_UK_EGSS,GIRONA airport - LONDON STANSTED airport,39645
ES_LEGR_DE_EDDT,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - BERLIN-TEGEL airport,16452
ES_LEGR_ES_GCLP,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - GRAN CANARIA airport,17951
ES_LEGR_ES_GCXO,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - TENERIFE NORTE airport,10972
ES_LEGR_ES_LEBB,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - BILBAO airport,17654
ES_LEGR_ES_LEBL,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - BARCELONA/EL PRAT airport,243762
ES_LEGR_ES_LEMD,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,103846
ES_LEGR_ES_LEPA,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - PALMA DE MALLORCA airport,94324
ES_LEGR_FR_LFPG,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - PARIS-CHARLES DE GAULLE airport,10749
ES_LEGR_IT_LIMC,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - MILANO/MALPENSA airport,24391
ES_LEGR_IT_LIRN,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - NAPOLI/CAPODICHINO airport,12115
ES_LEGR_UK_EGCC,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - MANCHESTER airport,16577
ES_LEGR_UK_EGKK,GRANADA/JAEN/FEDERICO GARCIA LORCA airport - LONDON GATWICK airport,24096
ES_LEIB_AT_LOWW,IBIZA airport - WIEN-SCHWECHAT airport,38302
ES_LEIB_DE_EDDF,IBIZA airport - FRANKFURT/MAIN airport,47586
ES_LEIB_DE_EDDL,IBIZA airport - DUESSELDORF airport,85553
ES_LEIB_DE_EDDM,IBIZA airport - MUENCHEN airport,55225
ES_LEIB_ES_LEBB,IBIZA airport - BILBAO airport,42766
ES_LEIB_ES_LEBL,IBIZA airport - BARCELONA/EL PRAT airport,604545
ES_LEIB_ES_LEMD,IBIZA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,421148
ES_LEIB_ES_LEMG,IBIZA airport - MALAGA/COSTA DEL SOL airport,63770
ES_LEIB_ES_LEPA,IBIZA airport - PALMA DE MALLORCA airport,267681
ES_LEIB_ES_LEVC,IBIZA airport - VALENCIA airport,163115
ES_LEIB_ES_LEZL,IBIZA airport - SEVILLA airport,48051
ES_LEIB_FR_LFPG,IBIZA airport - PARIS-CHARLES DE GAULLE airport,54030
ES_LEIB_FR_LFPO,IBIZA airport - PARIS-ORLY airport,59843
ES_LEIB_IT_LIMC,IBIZA airport - MILANO/MALPENSA airport,111193
ES_LEIB_IT_LIME,IBIZA airport - BERGAMO/ORIO AL SERIO airport,71272
ES_LEIB_IT_LIPE,IBIZA airport - BOLOGNA/BORGO PANIGALE airport,42652
ES_LEIB_IT_LIRF,IBIZA airport - ROMA/FIUMICINO airport,89977
ES_LEIB_NL_EHAM,IBIZA airport - AMSTERDAM/SCHIPHOL airport,149763
ES_LEIB_NL_EHEH,IBIZA airport - EINDHOVEN airport,86962
ES_LEIB_NL_EHRD,IBIZA airport - ROTTERDAM airport,44668
ES_LEIB_UK_EGBB,IBIZA airport - BIRMINGHAM airport,69591
ES_LEIB_UK_EGCC,IBIZA airport - MANCHESTER airport,139734
ES_LEIB_UK_EGGD,IBIZA airport - BRISTOL airport,46942
ES_LEIB_UK_EGGW,IBIZA airport - LONDON LUTON airport,43673
ES_LEIB_UK_EGKK,IBIZA airport - LONDON GATWICK airport,139302
ES_LEIB_UK_EGLC,IBIZA airport - LONDON/CITY airport,49496
ES_LEIB_UK_EGNM,IBIZA airport - LEEDS BRADFORD airport,46754
ES_LEIB_UK_EGNT,IBIZA airport - NEWCASTLE airport,44457
ES_LEIB_UK_EGNX,IBIZA airport - EAST MIDLANDS airport,51029
ES_LEIB_UK_EGPF,IBIZA airport - GLASGOW airport,37916
ES_LEIB_UK_EGSS,IBIZA airport - LONDON STANSTED airport,140409
ES_LEJR_DE_EDDF,JEREZ airport - FRANKFURT/MAIN airport,36544
ES_LEJR_DE_EDDH,JEREZ airport - HAMBURG airport,17242
ES_LEJR_DE_EDDL,JEREZ airport - DUESSELDORF airport,48865
ES_LEJR_DE_EDDM,JEREZ airport - MUENCHEN airport,23840
ES_LEJR_DE_EDDS,JEREZ airport - STUTTGART airport,25073
ES_LEJR_DE_EDDV,JEREZ airport - HANNOVER airport,28122
ES_LEJR_ES_LEBB,JEREZ airport - BILBAO airport,14903
ES_LEJR_ES_LEBL,JEREZ airport - BARCELONA/EL PRAT airport,93358
ES_LEJR_ES_LEMD,JEREZ airport - ADOLFO SUAREZ MADRID-BARAJAS airport,156848
ES_LEJR_ES_LEPA,JEREZ airport - PALMA DE MALLORCA airport,23925
ES_LEJR_UK_EGKK,JEREZ airport - LONDON GATWICK airport,17506
ES_LEJR_UK_EGSS,JEREZ airport - LONDON STANSTED airport,28502
ES_LEMD_AE_OMAA,ADOLFO SUAREZ MADRID-BARAJAS airport - ABU DHABI INTERNATIONAL airport,82459
ES_LEMD_AE_OMDB,ADOLFO SUAREZ MADRID-BARAJAS airport - DUBAI INTERNATIONAL airport,254187
ES_LEMD_AR_SACO,ADOLFO SUAREZ MADRID-BARAJAS airport - CORDOBA/ING. A.L.V. TARAVELLA (CBA) airport,61040
ES_LEMD_AR_SAEZ,ADOLFO SUAREZ MADRID-BARAJAS airport - EZEIZA MINISTRO PISTARINI (BA) airport,466005
ES_LEMD_AT_LOWW,ADOLFO SUAREZ MADRID-BARAJAS airport - WIEN-SCHWECHAT airport,284156
ES_LEMD_BE_EBBR,ADOLFO SUAREZ MADRID-BARAJAS airport - BRUSSELS airport,544087
ES_LEMD_BE_EBCI,ADOLFO SUAREZ MADRID-BARAJAS airport - CHARLEROI/BRUSSELS SOUTH airport,52866
ES_LEMD_BG_LBSF,ADOLFO SUAREZ MADRID-BARAJAS airport - SOFIA airport,91864
ES_LEMD_BO_SLVR,ADOLFO SUAREZ MADRID-BARAJAS airport - VIRU VIRU airport,86962
ES_LEMD_BR_SBGL,"ADOLFO SUAREZ MADRID-BARAJAS airport - RIO DE JANEIRO/GALEAO-ANTONIO CARLOS JOBIM, RJ airport",72488
ES_LEMD_BR_SBGR,"ADOLFO SUAREZ MADRID-BARAJAS airport - SAO PAULO/GUARULHOS, GOVERNADOR ANDRE FRANCO MONTORO, SP airport",341900
ES_LEMD_BR_SBSV,"ADOLFO SUAREZ MADRID-BARAJAS airport - SALVADOR/DEPUTADO LUIS EDUARDO MAGALHAES, BA airport",38402
ES_LEMD_CA_CYYZ,"ADOLFO SUAREZ MADRID-BARAJAS airport - TORONTO/LESTER B. PEARSON INTL, ON airport",60910
ES_LEMD_CH_LSGG,ADOLFO SUAREZ MADRID-BARAJAS airport - GENEVA airport,291373
ES_LEMD_CH_LSZH,ADOLFO SUAREZ MADRID-BARAJAS airport - ZURICH airport,343467
ES_LEMD_CL_SCEL,ADOLFO SUAREZ MADRID-BARAJAS airport - SANTIAGO/AP ARTURO MERINO BENITEZ airport,250245
ES_LEMD_CN_ZBAA,ADOLFO SUAREZ MADRID-BARAJAS airport - BEIJING/CAPITAL airport,49063
ES_LEMD_CN_ZSPD,ADOLFO SUAREZ MADRID-BARAJAS airport - SHANGHAI/PUDONG airport,93986
ES_LEMD_CO_SKBO,ADOLFO SUAREZ MADRID-BARAJAS airport - BOGOTA INTL/CUNDINAMARCA airport,449206
ES_LEMD_CO_SKCL,ADOLFO SUAREZ MADRID-BARAJAS airport - CALI INTL/VALLE airport,64191
ES_LEMD_CO_SKRG,ADOLFO SUAREZ MADRID-BARAJAS airport - RIONEGRO INTL/ANTIOQUIA airport,87420
ES_LEMD_CR_MROC,ADOLFO SUAREZ MADRID-BARAJAS airport - ALAJUELA/JUAN SANTAMARIA INTL. airport,100721
ES_LEMD_CU_MUHA,ADOLFO SUAREZ MADRID-BARAJAS airport - LA HABANA/JOSE MARTI INTL. airport,259948
ES_LEMD_CZ_LKPR,ADOLFO SUAREZ MADRID-BARAJAS airport - PRAHA/RUZYNE airport,316697
ES_LEMD_DE_EDDB,ADOLFO SUAREZ MADRID-BARAJAS airport - BERLIN-BRANDENBURG airport,96366
ES_LEMD_DE_EDDF,ADOLFO SUAREZ MADRID-BARAJAS airport - FRANKFURT/MAIN airport,542044
ES_LEMD_DE_EDDH,ADOLFO SUAREZ MADRID-BARAJAS airport - HAMBURG airport,105024
ES_LEMD_DE_EDDK,ADOLFO SUAREZ MADRID-BARAJAS airport - KOELN/BONN airport,39289
ES_LEMD_DE_EDDL,ADOLFO SUAREZ MADRID-BARAJAS airport - DUESSELDORF airport,247501
ES_LEMD_DE_EDDM,ADOLFO SUAREZ MADRID-BARAJAS airport - MUENCHEN airport,456779
ES_LEMD_DE_EDDT,ADOLFO SUAREZ MADRID-BARAJAS airport - BERLIN-TEGEL airport,223917
ES_LEMD_DK_EKCH,ADOLFO SUAREZ MADRID-BARAJAS airport - KOBENHAVN/KASTRUP airport,164351
ES_LEMD_DO_MDPC,ADOLFO SUAREZ MADRID-BARAJAS airport - PUNTA CANA INTL. airport,125009
ES_LEMD_DO_MDSD,ADOLFO SUAREZ MADRID-BARAJAS airport - SANTO DOMINGO/INTL JOSE FRANCISCO PENA GOMEZ airport,194977
ES_LEMD_DZ_DAAG,ADOLFO SUAREZ MADRID-BARAJAS airport - ALGER/HOUARI BOUMEDIENE airport,46960
ES_LEMD_EC_SEGU,ADOLFO SUAREZ MADRID-BARAJAS airport - GUAYAQUIL airport,85094
ES_LEMD_EG_HECA,ADOLFO SUAREZ MADRID-BARAJAS airport - CAIRO/INTL airport,55171
ES_LEMD_EL_LGAV,ADOLFO SUAREZ MADRID-BARAJAS airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,192121
ES_LEMD_ES_GCFV,ADOLFO SUAREZ MADRID-BARAJAS airport - FUERTEVENTURA airport,175440
ES_LEMD_ES_GCLA,ADOLFO SUAREZ MADRID-BARAJAS airport - LA PALMA airport,70951
ES_LEMD_ES_GCLP,ADOLFO SUAREZ MADRID-BARAJAS airport - GRAN CANARIA airport,824199
ES_LEMD_ES_GCRR,ADOLFO SUAREZ MADRID-BARAJAS airport - LANZAROTE airport,256594
ES_LEMD_ES_GCTS,ADOLFO SUAREZ MADRID-BARAJAS airport - TENERIFE SUR/REINA SOFIA airport,173207
ES_LEMD_ES_GCXO,ADOLFO SUAREZ MADRID-BARAJAS airport - TENERIFE NORTE airport,742811
ES_LEMD_ES_GEML,ADOLFO SUAREZ MADRID-BARAJAS airport - MELILLA airport,59430
ES_LEMD_ES_LEAL,ADOLFO SUAREZ MADRID-BARAJAS airport - ALICANTE airport,149348
ES_LEMD_ES_LEAM,ADOLFO SUAREZ MADRID-BARAJAS airport - ALMERIA airport,105364
ES_LEMD_ES_LEAS,ADOLFO SUAREZ MADRID-BARAJAS airport - ASTURIAS airport,272158
ES_LEMD_ES_LEBB,ADOLFO SUAREZ MADRID-BARAJAS airport - BILBAO airport,413539
ES_LEMD_ES_LEBL,ADOLFO SUAREZ MADRID-BARAJAS airport - BARCELONA/EL PRAT airport,1291218
ES_LEMD_ES_LECO,ADOLFO SUAREZ MADRID-BARAJAS airport - A CORUNA airport,333988
ES_LEMD_ES_LEGR,ADOLFO SUAREZ MADRID-BARAJAS airport - GRANADA/JAEN/FEDERICO GARCIA LORCA airport,95219
ES_LEMD_ES_LEIB,ADOLFO SUAREZ MADRID-BARAJAS airport - IBIZA airport,415859
ES_LEMD_ES_LEJR,ADOLFO SUAREZ MADRID-BARAJAS airport - JEREZ airport,147412
ES_LEMD_ES_LEMG,ADOLFO SUAREZ MADRID-BARAJAS airport - MALAGA/COSTA DEL SOL airport,176123
ES_LEMD_ES_LEMH,ADOLFO SUAREZ MADRID-BARAJAS airport - MENORCA airport,156331
ES_LEMD_ES_LEPA,ADOLFO SUAREZ MADRID-BARAJAS airport - PALMA DE MALLORCA airport,986818
ES_LEMD_ES_LEPP,ADOLFO SUAREZ MADRID-BARAJAS airport - PAMPLONA airport,89305
ES_LEMD_ES_LESO,ADOLFO SUAREZ MADRID-BARAJAS airport - SAN SEBASTIAN airport,100119
ES_LEMD_ES_LEST,ADOLFO SUAREZ MADRID-BARAJAS airport - SANTIAGO airport,347089
ES_LEMD_ES_LEVC,ADOLFO SUAREZ MADRID-BARAJAS airport - VALENCIA airport,169661
ES_LEMD_ES_LEVX,ADOLFO SUAREZ MADRID-BARAJAS airport - VIGO airport,335536
ES_LEMD_ES_LEXJ,ADOLFO SUAREZ MADRID-BARAJAS airport - SEVE BALLESTEROS-SEVE BALLESTEROS-SANTANDER airport,134481
ES_LEMD_ES_LEZL,ADOLFO SUAREZ MADRID-BARAJAS airport - SEVILLA airport,238964
ES_LEMD_FI_EFHK,ADOLFO SUAREZ MADRID-BARAJAS airport - HELSINKI/VANTAA airport,73588
ES_LEMD_FR_LFBD,ADOLFO SUAREZ MADRID-BARAJAS airport - BORDEAUX-MERIGNAC airport,80922
ES_LEMD_FR_LFBO,ADOLFO SUAREZ MADRID-BARAJAS airport - TOULOUSE/BLAGNAC airport,150371
ES_LEMD_FR_LFLL,ADOLFO SUAREZ MADRID-BARAJAS airport - LYON SAINT-EXUPERY airport,138137
ES_LEMD_FR_LFML,ADOLFO SUAREZ MADRID-BARAJAS airport - MARSEILLE-PROVENCE airport,121876
ES_LEMD_FR_LFMN,ADOLFO SUAREZ MADRID-BARAJAS airport - NICE-COTE D'AZUR airport,96071
ES_LEMD_FR_LFOB,ADOLFO SUAREZ MADRID-BARAJAS airport - BEAUVAIS-TILLE airport,46010
ES_LEMD_FR_LFPG,ADOLFO SUAREZ MADRID-BARAJAS airport - PARIS-CHARLES DE GAULLE airport,551617
ES_LEMD_FR_LFPO,ADOLFO SUAREZ MADRID-BARAJAS airport - PARIS-ORLY airport,687855
ES_LEMD_FR_LFRS,ADOLFO SUAREZ MADRID-BARAJAS airport - NANTES ATLANTIQUE airport,110709
ES_LEMD_FR_LFSB,ADOLFO SUAREZ MADRID-BARAJAS airport - BALE-MULHOUSE airport,88087
ES_LEMD_GT_MGGT,ADOLFO SUAREZ MADRID-BARAJAS airport - LA AURORA airport,832
ES_LEMD_HK_VHHH,ADOLFO SUAREZ MADRID-BARAJAS airport - HONG KONG/INTERNATIONAL airport,82046
ES_LEMD_HR_LDDU,ADOLFO SUAREZ MADRID-BARAJAS airport - DUBROVNIK/CILIPI airport,45792
ES_LEMD_HU_LHBP,ADOLFO SUAREZ MADRID-BARAJAS airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,148350
ES_LEMD_IE_EIDW,ADOLFO SUAREZ MADRID-BARAJAS airport - DUBLIN airport,280698
ES_LEMD_IL_LLBG,ADOLFO SUAREZ MADRID-BARAJAS airport - TEL-AVIV/BEN GURION airport,284301
ES_LEMD_IT_LIBD,ADOLFO SUAREZ MADRID-BARAJAS airport - BARI/PALESE airport,47969
ES_LEMD_IT_LICC,ADOLFO SUAREZ MADRID-BARAJAS airport - CATANIA/FONTANAROSSA airport,45677
ES_LEMD_IT_LICJ,ADOLFO SUAREZ MADRID-BARAJAS airport - PALERMO/PUNTA RAISI airport,39465
ES_LEMD_IT_LIEE,ADOLFO SUAREZ MADRID-BARAJAS airport - CAGLIARI/ELMAS airport,40192
ES_LEMD_IT_LIMC,ADOLFO SUAREZ MADRID-BARAJAS airport - MILANO/MALPENSA airport,377593
ES_LEMD_IT_LIME,ADOLFO SUAREZ MADRID-BARAJAS airport - BERGAMO/ORIO AL SERIO airport,158371
ES_LEMD_IT_LIMF,ADOLFO SUAREZ MADRID-BARAJAS airport - TORINO/CASELLE airport,58233
ES_LEMD_IT_LIML,ADOLFO SUAREZ MADRID-BARAJAS airport - MILANO/LINATE airport,185451
ES_LEMD_IT_LIPE,ADOLFO SUAREZ MADRID-BARAJAS airport - BOLOGNA/BORGO PANIGALE airport,157928
ES_LEMD_IT_LIPZ,ADOLFO SUAREZ MADRID-BARAJAS airport - VENEZIA/TESSERA airport,277153
ES_LEMD_IT_LIRA,ADOLFO SUAREZ MADRID-BARAJAS airport - ROMA/CIAMPINO airport,195717
ES_LEMD_IT_LIRF,ADOLFO SUAREZ MADRID-BARAJAS airport - ROMA/FIUMICINO airport,626817
ES_LEMD_IT_LIRN,ADOLFO SUAREZ MADRID-BARAJAS airport - NAPOLI/CAPODICHINO airport,116933
ES_LEMD_IT_LIRP,ADOLFO SUAREZ MADRID-BARAJAS airport - PISA/S. GIUSTO airport,61229
ES_LEMD_IT_LIRQ,ADOLFO SUAREZ MADRID-BARAJAS airport - FIRENZE/PERETOLA airport,80276
ES_LEMD_JP_RJAA,ADOLFO SUAREZ MADRID-BARAJAS airport - NARITA INTL airport,67626
ES_LEMD_KR_RKSI,ADOLFO SUAREZ MADRID-BARAJAS airport - INCHEON INTL airport,44062
ES_LEMD_LU_ELLX,ADOLFO SUAREZ MADRID-BARAJAS airport - LUXEMBOURG airport,63028
ES_LEMD_MA_GMME,ADOLFO SUAREZ MADRID-BARAJAS airport - RABAT/SALE airport,40647
ES_LEMD_MA_GMMN,ADOLFO SUAREZ MADRID-BARAJAS airport - CASABLANCA/MOHAMMED V airport,127763
ES_LEMD_MA_GMMX,ADOLFO SUAREZ MADRID-BARAJAS airport - MARRAKECH/MENARA airport,204254
ES_LEMD_MA_GMTT,ADOLFO SUAREZ MADRID-BARAJAS airport - TANGER/IBN BATOUTA airport,94093
ES_LEMD_MT_LMML,ADOLFO SUAREZ MADRID-BARAJAS airport - LUQA airport,53769
ES_LEMD_MX_MMMX,ADOLFO SUAREZ MADRID-BARAJAS airport - MEXICO airport,442980
ES_LEMD_MX_MMUN,ADOLFO SUAREZ MADRID-BARAJAS airport - CANCUN airport,164870
ES_LEMD_NL_EHAM,ADOLFO SUAREZ MADRID-BARAJAS airport - AMSTERDAM/SCHIPHOL airport,568926
ES_LEMD_NO_ENGM,ADOLFO SUAREZ MADRID-BARAJAS airport - OSLO/GARDERMOEN airport,55742
ES_LEMD_PA_MPTO,ADOLFO SUAREZ MADRID-BARAJAS airport - PANAMA/TOCUMEN airport,114284
ES_LEMD_PL_EPMO,ADOLFO SUAREZ MADRID-BARAJAS airport - WARSZAWA/MODLIN airport,43198
ES_LEMD_PL_EPWA,ADOLFO SUAREZ MADRID-BARAJAS airport - WARSZAWA/CHOPINA airport,54130
ES_LEMD_PT_LPPR,ADOLFO SUAREZ MADRID-BARAJAS airport - PORTO airport,486073
ES_LEMD_PT_LPPT,ADOLFO SUAREZ MADRID-BARAJAS airport - LISBOA airport,780612
ES_LEMD_RO_LRCL,ADOLFO SUAREZ MADRID-BARAJAS airport - CLUJ NAPOCA/AVRAM IANCU airport,42070
ES_LEMD_RO_LROP,ADOLFO SUAREZ MADRID-BARAJAS airport - BUCURESTI/HENRI COANDA airport,215369
ES_LEMD_RU_UUEE,ADOLFO SUAREZ MADRID-BARAJAS airport - MOSCOW/SHEREMETYEVO airport,132858
ES_LEMD_SE_ESSA,ADOLFO SUAREZ MADRID-BARAJAS airport - STOCKHOLM/ARLANDA airport,101757
ES_LEMD_SV_MSLP,ADOLFO SUAREZ MADRID-BARAJAS airport - AEROPUERTO INTERNACIONAL EL SAVADOR airport,88220
ES_LEMD_TR_LTFJ,ADOLFO SUAREZ MADRID-BARAJAS airport - ISTANBUL/SABIHA GOKCEN airport,52988
ES_LEMD_UA_UKBB,ADOLFO SUAREZ MADRID-BARAJAS airport - KYIV/BORYSPIL airport,53398
ES_LEMD_UK_EGBB,ADOLFO SUAREZ MADRID-BARAJAS airport - BIRMINGHAM airport,63940
ES_LEMD_UK_EGCC,ADOLFO SUAREZ MADRID-BARAJAS airport - MANCHESTER airport,92646
ES_LEMD_UK_EGGD,ADOLFO SUAREZ MADRID-BARAJAS airport - BRISTOL airport,54322
ES_LEMD_UK_EGGP,ADOLFO SUAREZ MADRID-BARAJAS airport - LIVERPOOL airport,42205
ES_LEMD_UK_EGGW,ADOLFO SUAREZ MADRID-BARAJAS airport - LONDON LUTON airport,67883
ES_LEMD_UK_EGKK,ADOLFO SUAREZ MADRID-BARAJAS airport - LONDON GATWICK airport,523149
ES_LEMD_UK_EGLL,ADOLFO SUAREZ MADRID-BARAJAS airport - LONDON HEATHROW airport,753266
ES_LEMD_UK_EGPH,ADOLFO SUAREZ MADRID-BARAJAS airport - EDINBURGH airport,87488
ES_LEMD_UK_EGSS,ADOLFO SUAREZ MADRID-BARAJAS airport - LONDON STANSTED airport,251589
ES_LEMD_US_KATL,"ADOLFO SUAREZ MADRID-BARAJAS airport - HARTSFIELD - JACKSON ATLANTA INTERNATIONAL, GA. airport",67326
ES_LEMD_US_KBOS,"ADOLFO SUAREZ MADRID-BARAJAS airport - BOSTON/GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL, MA. airport",89900
ES_LEMD_US_KCLT,ADOLFO SUAREZ MADRID-BARAJAS airport - CHARLOTTE/DOUGLAS INTERNATIONAL NC. airport,43678
ES_LEMD_US_KDFW,"ADOLFO SUAREZ MADRID-BARAJAS airport - DALLAS-FORT WORTH INTERNATIONAL, TX. airport",122157
ES_LEMD_US_KEWR,"ADOLFO SUAREZ MADRID-BARAJAS airport - NEWARK LIBERTY INTERNATIONAL, NJ. airport",84795
ES_LEMD_US_KJFK,"ADOLFO SUAREZ MADRID-BARAJAS airport - NEW YORK/JOHN F. KENNEDY INTERNATIONAL, NY. airport",517035
ES_LEMD_US_KLAX,"ADOLFO SUAREZ MADRID-BARAJAS airport - LOS ANGELES INTERNATIONAL, CA. airport",107307
ES_LEMD_US_KMIA,"ADOLFO SUAREZ MADRID-BARAJAS airport - MIAMI INTERNATIONAL, FL. airport",355592
ES_LEMD_US_KORD,"ADOLFO SUAREZ MADRID-BARAJAS airport - CHICAGO - O'HARE INTERNATIONAL, IL. airport",95669
ES_LEMD_US_KPHL,"ADOLFO SUAREZ MADRID-BARAJAS airport - PHILADELPHIA INTERNATIONAL, PA. airport",68910
ES_LEMD_UY_SUMU,ADOLFO SUAREZ MADRID-BARAJAS airport - MONTEVIDEO/INTL.CARRASCO GRAL. CESAREO L. BERISSO airport,130605
ES_LEMD_VE_SVMI,"ADOLFO SUAREZ MADRID-BARAJAS airport - MAIQUETIA, INTL, SIMON BOLIVAR, VARGAS airport",101688
ES_LEMG_AT_LOWW,MALAGA/COSTA DEL SOL airport - WIEN-SCHWECHAT airport,87076
ES_LEMG_BE_EBBR,MALAGA/COSTA DEL SOL airport - BRUSSELS airport,266291
ES_LEMG_BE_EBCI,MALAGA/COSTA DEL SOL airport - CHARLEROI/BRUSSELS SOUTH airport,73151
ES_LEMG_BE_EBOS,MALAGA/COSTA DEL SOL airport - OOSTENDE/BRUGGE airport,37728
ES_LEMG_CH_LSGG,MALAGA/COSTA DEL SOL airport - GENEVA airport,90673
ES_LEMG_CH_LSZH,MALAGA/COSTA DEL SOL airport - ZURICH airport,143743
ES_LEMG_CZ_LKPR,MALAGA/COSTA DEL SOL airport - PRAHA/RUZYNE airport,147888
ES_LEMG_DE_EDDB,MALAGA/COSTA DEL SOL airport - BERLIN-BRANDENBURG airport,95103
ES_LEMG_DE_EDDF,MALAGA/COSTA DEL SOL airport - FRANKFURT/MAIN airport,145690
ES_LEMG_DE_EDDH,MALAGA/COSTA DEL SOL airport - HAMBURG airport,53621
ES_LEMG_DE_EDDL,MALAGA/COSTA DEL SOL airport - DUESSELDORF airport,142514
ES_LEMG_DE_EDDM,MALAGA/COSTA DEL SOL airport - MUENCHEN airport,89495
ES_LEMG_DE_EDDT,MALAGA/COSTA DEL SOL airport - BERLIN-TEGEL airport,41718
ES_LEMG_DE_EDLV,MALAGA/COSTA DEL SOL airport - NIEDERRHEIN airport,47494
ES_LEMG_DK_EKBI,MALAGA/COSTA DEL SOL airport - BILLUND airport,58293
ES_LEMG_DK_EKCH,MALAGA/COSTA DEL SOL airport - KOBENHAVN/KASTRUP airport,263236
ES_LEMG_ES_GCLP,MALAGA/COSTA DEL SOL airport - GRAN CANARIA airport,86995
ES_LEMG_ES_GCXO,MALAGA/COSTA DEL SOL airport - TENERIFE NORTE airport,90099
ES_LEMG_ES_GEML,MALAGA/COSTA DEL SOL airport - MELILLA airport,124401
ES_LEMG_ES_LEAS,MALAGA/COSTA DEL SOL airport - ASTURIAS airport,40071
ES_LEMG_ES_LEBB,MALAGA/COSTA DEL SOL airport - BILBAO airport,127493
ES_LEMG_ES_LEBL,MALAGA/COSTA DEL SOL airport - BARCELONA/EL PRAT airport,432631
ES_LEMG_ES_LEIB,MALAGA/COSTA DEL SOL airport - IBIZA airport,63174
ES_LEMG_ES_LEMD,MALAGA/COSTA DEL SOL airport - ADOLFO SUAREZ MADRID-BARAJAS airport,181135
ES_LEMG_ES_LEPA,MALAGA/COSTA DEL SOL airport - PALMA DE MALLORCA airport,124771
ES_LEMG_ES_LEST,MALAGA/COSTA DEL SOL airport - SANTIAGO airport,67150
ES_LEMG_FI_EFHK,MALAGA/COSTA DEL SOL airport - HELSINKI/VANTAA airport,209487
ES_LEMG_FR_LFBD,MALAGA/COSTA DEL SOL airport - BORDEAUX-MERIGNAC airport,39059
ES_LEMG_FR_LFML,MALAGA/COSTA DEL SOL airport - MARSEILLE-PROVENCE airport,40321
ES_LEMG_FR_LFPG,MALAGA/COSTA DEL SOL airport - PARIS-CHARLES DE GAULLE airport,239996
ES_LEMG_FR_LFPO,MALAGA/COSTA DEL SOL airport - PARIS-ORLY airport,164177
ES_LEMG_FR_LFRS,MALAGA/COSTA DEL SOL airport - NANTES ATLANTIQUE airport,42769
ES_LEMG_FR_LFSB,MALAGA/COSTA DEL SOL airport - BALE-MULHOUSE airport,45908
ES_LEMG_HU_LHBP,MALAGA/COSTA DEL SOL airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,41855
ES_LEMG_IE_EICK,MALAGA/COSTA DEL SOL airport - CORK airport,77846
ES_LEMG_IE_EIDW,MALAGA/COSTA DEL SOL airport - DUBLIN airport,327813
ES_LEMG_IT_LIMC,MALAGA/COSTA DEL SOL airport - MILANO/MALPENSA airport,94539
ES_LEMG_IT_LIRF,MALAGA/COSTA DEL SOL airport - ROMA/FIUMICINO airport,146701
ES_LEMG_NL_EHAM,MALAGA/COSTA DEL SOL airport - AMSTERDAM/SCHIPHOL airport,328832
ES_LEMG_NL_EHEH,MALAGA/COSTA DEL SOL airport - EINDHOVEN airport,146751
ES_LEMG_NL_EHRD,MALAGA/COSTA DEL SOL airport - ROTTERDAM airport,85712
ES_LEMG_NO_ENGM,MALAGA/COSTA DEL SOL airport - OSLO/GARDERMOEN airport,164755
ES_LEMG_PT_LPPT,MALAGA/COSTA DEL SOL airport - LISBOA airport,54720
ES_LEMG_RO_LROP,MALAGA/COSTA DEL SOL airport - BUCURESTI/HENRI COANDA airport,53563
ES_LEMG_RU_UUEE,MALAGA/COSTA DEL SOL airport - MOSCOW/SHEREMETYEVO airport,75457
ES_LEMG_SE_ESGG,MALAGA/COSTA DEL SOL airport - GOTEBORG/LANDVETTER airport,93747
ES_LEMG_SE_ESSA,MALAGA/COSTA DEL SOL airport - STOCKHOLM/ARLANDA airport,243994
