route_code,route_name,passengers
RO_LROP_BE_EBCI,BUCURESTI/HENRI COANDA airport - CHARLEROI/BRUSSELS SOUTH airport,134589
RO_LROP_CH_LSZH,BUCURESTI/HENRI COANDA airport - ZURICH airport,53587
RO_LROP_CY_LCLK,BUCURESTI/HENRI COANDA airport - LARNAKA/INTL airport,76262
RO_LROP_CZ_LKPR,BUCURESTI/HENRI COANDA airport - PRAHA/RUZYNE airport,103932
RO_LROP_DE_EDDB,BUCURESTI/HENRI COANDA airport - BERLIN-BRANDENBURG airport,86327
RO_LROP_DE_EDDF,BUCURESTI/HENRI COANDA airport - FRANKFURT/MAIN airport,196212
RO_LROP_DE_EDDM,BUCURESTI/HENRI COANDA airport - MUENCHEN airport,177773
RO_LROP_DE_EDLW,BUCURESTI/HENRI COANDA airport - DORTMUND airport,77260
RO_LROP_EL_LGAV,BUCURESTI/HENRI COANDA airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,166278
RO_LROP_ES_LEBL,BUCURESTI/HENRI COANDA airport - BARCELONA/EL PRAT airport,167709
RO_LROP_ES_LEMD,BUCURESTI/HENRI COANDA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,212246
RO_LROP_ES_LEMG,BUCURESTI/HENRI COANDA airport - MALAGA/COSTA DEL SOL airport,53726
RO_LROP_ES_LEVC,BUCURESTI/HENRI COANDA airport - VALENCIA airport,64322
RO_LROP_FR_LFMN,BUCURESTI/HENRI COANDA airport - NICE-COTE D'AZUR airport,55453
RO_LROP_FR_LFOB,BUCURESTI/HENRI COANDA airport - BEAUVAIS-TILLE airport,54544
RO_LROP_FR_LFPG,BUCURESTI/HENRI COANDA airport - PARIS-CHARLES DE GAULLE airport,259053
RO_LROP_HU_LHBP,BUCURESTI/HENRI COANDA airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,48292
RO_LROP_IE_EIDW,BUCURESTI/HENRI COANDA airport - DUBLIN airport,71812
RO_LROP_IL_LLBG,BUCURESTI/HENRI COANDA airport - TEL-AVIV/BEN GURION airport,309677
RO_LROP_IT_LIBD,BUCURESTI/HENRI COANDA airport - BARI/PALESE airport,52334
RO_LROP_IT_LICC,BUCURESTI/HENRI COANDA airport - CATANIA/FONTANAROSSA airport,62404
RO_LROP_IT_LIMC,BUCURESTI/HENRI COANDA airport - MILANO/MALPENSA airport,65129
RO_LROP_IT_LIME,BUCURESTI/HENRI COANDA airport - BERGAMO/ORIO AL SERIO airport,183406
RO_LROP_IT_LIPE,BUCURESTI/HENRI COANDA airport - BOLOGNA/BORGO PANIGALE airport,110888
RO_LROP_IT_LIPH,BUCURESTI/HENRI COANDA airport - TREVISO/S.ANGELO airport,90389
RO_LROP_IT_LIRA,BUCURESTI/HENRI COANDA airport - ROMA/CIAMPINO airport,208596
RO_LROP_IT_LIRF,BUCURESTI/HENRI COANDA airport - ROMA/FIUMICINO airport,98073
RO_LROP_IT_LIRN,BUCURESTI/HENRI COANDA airport - NAPOLI/CAPODICHINO airport,42057
RO_LROP_MD_LUKK,BUCURESTI/HENRI COANDA airport - CHISINAU/INTERNATIONAL airport,98740
RO_LROP_NL_EHAM,BUCURESTI/HENRI COANDA airport - AMSTERDAM/SCHIPHOL airport,244472
RO_LROP_NL_EHEH,BUCURESTI/HENRI COANDA airport - EINDHOVEN airport,51464
RO_LROP_PL_EPWA,BUCURESTI/HENRI COANDA airport - WARSZAWA/CHOPINA airport,115406
RO_LROP_PT_LPPT,BUCURESTI/HENRI COANDA airport - LISBOA airport,42276
RO_LROP_QA_OTHH,BUCURESTI/HENRI COANDA airport - HAMAD INTERNATIONAL airport,80482
RO_LROP_RO_LRCL,BUCURESTI/HENRI COANDA airport - CLUJ NAPOCA/AVRAM IANCU airport,207177
RO_LROP_RO_LRIA,BUCURESTI/HENRI COANDA airport - IASI airport,132970
RO_LROP_RO_LRTR,BUCURESTI/HENRI COANDA airport - TIMISOARA/TRAIAN VUIA airport,223834
RO_LROP_RU_UUEE,BUCURESTI/HENRI COANDA airport - MOSCOW/SHEREMETYEVO airport,46561
RO_LROP_TR_LTAI,BUCURESTI/HENRI COANDA airport - ANTALYA (MIL-CIV) airport,105914
RO_LROP_TR_LTBA,BUCURESTI/HENRI COANDA airport - ISTANBUL/ATATURK airport,54283
RO_LROP_TR_LTFJ,BUCURESTI/HENRI COANDA airport - ISTANBUL/SABIHA GOKCEN airport,37416
RO_LROP_TR_LTFM,BUCURESTI/HENRI COANDA airport - ISTANBUL/ISTANBUL HAVALIMANI airport,182063
RO_LROP_UK_EGBB,BUCURESTI/HENRI COANDA airport - BIRMINGHAM airport,64132
RO_LROP_UK_EGCN,BUCURESTI/HENRI COANDA airport - DONCASTER SHEFFIELD airport,46010
RO_LROP_UK_EGGP,BUCURESTI/HENRI COANDA airport - LIVERPOOL airport,55270
RO_LROP_UK_EGGW,BUCURESTI/HENRI COANDA airport - LONDON LUTON airport,337172
RO_LROP_UK_EGKK,BUCURESTI/HENRI COANDA airport - LONDON GATWICK airport,74562
RO_LROP_UK_EGLL,BUCURESTI/HENRI COANDA airport - LONDON HEATHROW airport,138001
RO_LROP_UK_EGSS,BUCURESTI/HENRI COANDA airport - LONDON STANSTED airport,127961
RO_LRSB_AT_LOWW,SIBIU airport - WIEN-SCHWECHAT airport,19180
RO_LRSB_DE_EDDM,SIBIU airport - MUENCHEN airport,61755
RO_LRSB_DE_EDDN,SIBIU airport - NUERNBERG airport,24262
RO_LRSB_DE_EDDS,SIBIU airport - STUTTGART airport,24807
RO_LRSB_DE_EDFH,SIBIU airport - FRANKFURT-HAHN airport,17242
RO_LRSB_DE_EDJA,SIBIU airport - MEMMINGEN airport,39590
RO_LRSB_DE_EDLW,SIBIU airport - DORTMUND airport,34824
RO_LRSB_ES_LEMD,SIBIU airport - ADOLFO SUAREZ MADRID-BARAJAS airport,22988
RO_LRSB_IL_LLBG,SIBIU airport - TEL-AVIV/BEN GURION airport,14933
RO_LRSB_UK_EGGW,SIBIU airport - LONDON LUTON airport,51820
RO_LRSV_DE_EDJA,SUCEAVA/STEFAN CEL MARE airport - MEMMINGEN airport,7584
RO_LRSV_IT_LIME,SUCEAVA/STEFAN CEL MARE airport - BERGAMO/ORIO AL SERIO airport,21744
RO_LRSV_IT_LIPE,SUCEAVA/STEFAN CEL MARE airport - BOLOGNA/BORGO PANIGALE airport,10279
RO_LRSV_IT_LIRA,SUCEAVA/STEFAN CEL MARE airport - ROMA/CIAMPINO airport,11069
RO_LRSV_RO_LROP,SUCEAVA/STEFAN CEL MARE airport - BUCURESTI/HENRI COANDA airport,13749
RO_LRSV_UK_EGGW,SUCEAVA/STEFAN CEL MARE airport - LONDON LUTON airport,44569
RO_LRTM_DE_EDJA,TARGU MURES/TRANSILVANIA airport - MEMMINGEN airport,12044
RO_LRTM_DE_EDLW,TARGU MURES/TRANSILVANIA airport - DORTMUND airport,12064
RO_LRTM_HU_LHBP,TARGU MURES/TRANSILVANIA airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,19470
RO_LRTM_UK_EGGW,TARGU MURES/TRANSILVANIA airport - LONDON LUTON airport,19468
RO_LRTR_BE_EBCI,TIMISOARA/TRAIAN VUIA airport - CHARLEROI/BRUSSELS SOUTH airport,19726
RO_LRTR_DE_EDDF,TIMISOARA/TRAIAN VUIA airport - FRANKFURT/MAIN airport,24441
RO_LRTR_DE_EDDM,TIMISOARA/TRAIAN VUIA airport - MUENCHEN airport,67705
RO_LRTR_DE_EDFH,TIMISOARA/TRAIAN VUIA airport - FRANKFURT-HAHN airport,16937
RO_LRTR_DE_EDJA,TIMISOARA/TRAIAN VUIA airport - MEMMINGEN airport,27568
RO_LRTR_DE_EDLW,TIMISOARA/TRAIAN VUIA airport - DORTMUND airport,22742
RO_LRTR_ES_LEBL,TIMISOARA/TRAIAN VUIA airport - BARCELONA/EL PRAT airport,16975
RO_LRTR_ES_LEMD,TIMISOARA/TRAIAN VUIA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,17115
RO_LRTR_ES_LEVC,TIMISOARA/TRAIAN VUIA airport - VALENCIA airport,17351
RO_LRTR_FR_LFOB,TIMISOARA/TRAIAN VUIA airport - BEAUVAIS-TILLE airport,19236
RO_LRTR_IL_LLBG,TIMISOARA/TRAIAN VUIA airport - TEL-AVIV/BEN GURION airport,16665
RO_LRTR_IT_LIBD,TIMISOARA/TRAIAN VUIA airport - BARI/PALESE airport,18941
RO_LRTR_IT_LIME,TIMISOARA/TRAIAN VUIA airport - BERGAMO/ORIO AL SERIO airport,93307
RO_LRTR_IT_LIPE,TIMISOARA/TRAIAN VUIA airport - BOLOGNA/BORGO PANIGALE airport,18505
RO_LRTR_IT_LIPH,TIMISOARA/TRAIAN VUIA airport - TREVISO/S.ANGELO airport,16314
RO_LRTR_IT_LIRA,TIMISOARA/TRAIAN VUIA airport - ROMA/CIAMPINO airport,25695
RO_LRTR_RO_LROP,TIMISOARA/TRAIAN VUIA airport - BUCURESTI/HENRI COANDA airport,221003
RO_LRTR_TR_LTAI,TIMISOARA/TRAIAN VUIA airport - ANTALYA airport,18626
RO_LRTR_UK_EGGW,TIMISOARA/TRAIAN VUIA airport - LONDON LUTON airport,73283
RS_LYBE_AE_OMAA,BEOGRAD/NIKOLA TESLA airport - ABU DHABI INTERNATIONAL airport,57501
RS_LYBE_AT_LOWW,BEOGRAD/NIKOLA TESLA airport - WIEN-SCHWECHAT airport,110899
RS_LYBE_CH_LSZH,BEOGRAD/NIKOLA TESLA airport - ZURICH airport,213870
RS_LYBE_DE_EDDF,BEOGRAD/NIKOLA TESLA airport - FRANKFURT/MAIN airport,133036
RS_LYBE_DE_EDDM,BEOGRAD/NIKOLA TESLA airport - MUENCHEN airport,103088
RS_LYBE_DE_EDDT,BEOGRAD/NIKOLA TESLA airport - BERLIN-TEGEL airport,65818
RS_LYBE_EG_HEGN,BEOGRAD/NIKOLA TESLA airport - HURGHADA / INTL airport,52277
RS_LYBE_EL_LGAV,BEOGRAD/NIKOLA TESLA airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,80245
RS_LYBE_FR_LFPG,BEOGRAD/NIKOLA TESLA airport - PARIS-CHARLES DE GAULLE airport,113972
RS_LYBE_IL_LLBG,BEOGRAD/NIKOLA TESLA airport - TEL-AVIV/BEN GURION airport,45236
RS_LYBE_IT_LIRF,BEOGRAD/NIKOLA TESLA airport - ROMA/FIUMICINO airport,78304
RS_LYBE_ME_LYPG,BEOGRAD/NIKOLA TESLA airport - PODGORICA airport,154210
RS_LYBE_ME_LYTV,BEOGRAD/NIKOLA TESLA airport - TIVAT airport,120270
RS_LYBE_NL_EHAM,BEOGRAD/NIKOLA TESLA airport - AMSTERDAM/SCHIPHOL airport,89088
RS_LYBE_QA_OTBD,BEOGRAD/NIKOLA TESLA airport - DOHA INTERNATIONAL airport,50022
RS_LYBE_RU_UUEE,BEOGRAD/NIKOLA TESLA airport - MOSCOW/SHEREMETYEVO airport,158818
RS_LYBE_TR_LTAI,BEOGRAD/NIKOLA TESLA airport - ANTALYA airport,53292
RS_LYBE_TR_LTFM,BEOGRAD/NIKOLA TESLA airport - ISTANBUL/ISTANBUL HAVALIMANI airport,99962
RS_LYBE_UK_EGLL,BEOGRAD/NIKOLA TESLA airport - LONDON HEATHROW airport,54381
RS_LYBE_US_KJFK,"BEOGRAD/NIKOLA TESLA airport - NEW YORK/JOHN F. KENNEDY INTERNATIONAL, NY. airport",37866
RS_LYNI_AT_LOWW,NIS airport - WIEN-SCHWECHAT airport,15211
RS_LYNI_CH_LSZH,NIS airport - ZURICH airport,7787
RS_LYNI_DE_EDDB,NIS airport - BERLIN-BRANDENBURG airport,12930
RS_LYNI_DE_EDJA,NIS airport - MEMMINGEN airport,12940
RS_LYNI_DE_EDLW,NIS airport - DORTMUND airport,13477
RS_LYNI_FR_LFSB,NIS airport - BALE-MULHOUSE airport,16525
RS_LYNI_IT_LIME,NIS airport - BERGAMO/ORIO AL SERIO airport,13231
RS_LYNI_SE_ESKN,NIS airport - STOCKHOLM/SKAVSTA airport,12366
RS_LYNI_SE_ESMS,NIS airport - MALMO airport,7902
RS_LYNI_SK_LZIB,NIS airport - BRATISLAVA/M.R.STEFANIK airport,11271
SE_ESDF_SE_ESSA,RONNEBY airport - STOCKHOLM/ARLANDA airport,58318
SE_ESDF_SE_ESSB,RONNEBY airport - STOCKHOLM/BROMMA airport,43598
SE_ESGG_BE_EBBR,GOTEBORG/LANDVETTER airport - BRUSSELS airport,101990
SE_ESGG_CH_LSZH,GOTEBORG/LANDVETTER airport - ZURICH airport,45516
SE_ESGG_DE_EDDF,GOTEBORG/LANDVETTER airport - FRANKFURT/MAIN airport,204554
SE_ESGG_DE_EDDM,GOTEBORG/LANDVETTER airport - MUENCHEN airport,119675
SE_ESGG_DE_EDDT,GOTEBORG/LANDVETTER airport - BERLIN-TEGEL airport,39983
SE_ESGG_DK_EKCH,GOTEBORG/LANDVETTER airport - KOBENHAVN/KASTRUP airport,136206
SE_ESGG_EL_LGRP,GOTEBORG/LANDVETTER airport - RODOS/DIAGORAS airport,38375
SE_ESGG_ES_GCLP,GOTEBORG/LANDVETTER airport - GRAN CANARIA airport,58082
SE_ESGG_ES_LEAL,GOTEBORG/LANDVETTER airport - ALICANTE airport,79497
SE_ESGG_ES_LEBL,GOTEBORG/LANDVETTER airport - BARCELONA/EL PRAT airport,61311
SE_ESGG_ES_LEMG,GOTEBORG/LANDVETTER airport - MALAGA/COSTA DEL SOL airport,94318
SE_ESGG_ES_LEPA,GOTEBORG/LANDVETTER airport - PALMA DE MALLORCA airport,59130
SE_ESGG_FI_EFHK,GOTEBORG/LANDVETTER airport - HELSINKI/VANTAA airport,119802
SE_ESGG_FR_LFPG,GOTEBORG/LANDVETTER airport - PARIS-CHARLES DE GAULLE airport,71110
SE_ESGG_NL_EHAM,GOTEBORG/LANDVETTER airport - AMSTERDAM/SCHIPHOL airport,181826
SE_ESGG_PL_EPWA,GOTEBORG/LANDVETTER airport - WARSZAWA/CHOPINA airport,42588
SE_ESGG_SE_ESSA,GOTEBORG/LANDVETTER airport - STOCKHOLM/ARLANDA airport,391120
SE_ESGG_SE_ESSB,GOTEBORG/LANDVETTER airport - STOCKHOLM/BROMMA airport,171818
SE_ESGG_TR_LTAI,GOTEBORG/LANDVETTER airport - ANTALYA (MIL-CIV) airport,50574
SE_ESGG_TR_LTFM,GOTEBORG/LANDVETTER airport - ISTANBUL/ISTANBUL HAVALIMANI airport,57645
SE_ESGG_UK_EGKK,GOTEBORG/LANDVETTER airport - LONDON GATWICK airport,87771
SE_ESGG_UK_EGLL,GOTEBORG/LANDVETTER airport - LONDON HEATHROW airport,123135
SE_ESGG_UK_EGSS,GOTEBORG/LANDVETTER airport - LONDON STANSTED airport,76955
SE_ESKN_AT_LOWW,STOCKHOLM/SKAVSTA airport - WIEN-SCHWECHAT airport,31703
SE_ESKN_BA_LQBK,STOCKHOLM/SKAVSTA airport - BANJA LUKA airport,34952
SE_ESKN_BE_EBCI,STOCKHOLM/SKAVSTA airport - CHARLEROI/BRUSSELS SOUTH airport,24935
SE_ESKN_CZ_LKPR,STOCKHOLM/SKAVSTA airport - PRAHA/RUZYNE airport,37587
SE_ESKN_DE_EDDL,STOCKHOLM/SKAVSTA airport - DUESSELDORF airport,15267
SE_ESKN_DE_EDDW,STOCKHOLM/SKAVSTA airport - BREMEN airport,14654
SE_ESKN_DE_EDJA,STOCKHOLM/SKAVSTA airport - MEMMINGEN airport,12575
SE_ESKN_DE_EDLV,STOCKHOLM/SKAVSTA airport - NIEDERRHEIN airport,17989
SE_ESKN_EL_LGRP,STOCKHOLM/SKAVSTA airport - RODOS/DIAGORAS airport,9998
SE_ESKN_EL_LGTS,STOCKHOLM/SKAVSTA airport - THESSALONIKI/MAKEDONIA airport,13475
SE_ESKN_ES_LEAL,STOCKHOLM/SKAVSTA airport - ALICANTE airport,53566
SE_ESKN_ES_LEBL,STOCKHOLM/SKAVSTA airport - BARCELONA/EL PRAT airport,28842
SE_ESKN_ES_LEMG,STOCKHOLM/SKAVSTA airport - MALAGA/COSTA DEL SOL airport,26930
SE_ESKN_ES_LEPA,STOCKHOLM/SKAVSTA airport - PALMA DE MALLORCA airport,15899
SE_ESKN_FR_LFOB,STOCKHOLM/SKAVSTA airport - BEAUVAIS-TILLE airport,24191
SE_ESKN_HR_LDZD,STOCKHOLM/SKAVSTA airport - ZADAR/ZEMUNIK airport,9956
SE_ESKN_HU_LHBP,STOCKHOLM/SKAVSTA airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,59422
SE_ESKN_IT_LIME,STOCKHOLM/SKAVSTA airport - BERGAMO/ORIO AL SERIO airport,57862
SE_ESKN_IT_LIPH,STOCKHOLM/SKAVSTA airport - TREVISO/S.ANGELO airport,10010
SE_ESKN_IT_LIRA,STOCKHOLM/SKAVSTA airport - ROMA/CIAMPINO airport,15763
SE_ESKN_IT_LIRN,STOCKHOLM/SKAVSTA airport - NAPOLI/CAPODICHINO airport,10178
SE_ESKN_IT_LIRP,STOCKHOLM/SKAVSTA airport - PISA/S. GIUSTO airport,10444
SE_ESKN_ME_LYPG,STOCKHOLM/SKAVSTA airport - PODGORICA airport,16385
SE_ESKN_MK_LWSK,STOCKHOLM/SKAVSTA airport - SKOPJE airport,15963
SE_ESKN_MT_LMML,STOCKHOLM/SKAVSTA airport - LUQA airport,22280
SE_ESKN_PL_EPGD,STOCKHOLM/SKAVSTA airport - GDANSK IM LECHA WALESY airport,142291
SE_ESKN_PL_EPKK,STOCKHOLM/SKAVSTA airport - KRAKOW/BALICE airport,47626
SE_ESKN_PL_EPKT,STOCKHOLM/SKAVSTA airport - KATOWICE/PYRZOWICE airport,22156
SE_ESKN_PL_EPMO,STOCKHOLM/SKAVSTA airport - WARSZAWA/MODLIN airport,46852
SE_ESKN_PL_EPPO,STOCKHOLM/SKAVSTA airport - POZNAN/LAWICA airport,11146
SE_ESKN_PL_EPWA,STOCKHOLM/SKAVSTA airport - WARSZAWA/CHOPINA airport,48124
SE_ESKN_PL_EPWR,STOCKHOLM/SKAVSTA airport - WROCLAW/STRACHOWICE airport,14886
SE_ESKN_RO_LROP,STOCKHOLM/SKAVSTA airport - BUCURESTI/HENRI COANDA airport,19411
SE_ESKN_RS_LYBE,STOCKHOLM/SKAVSTA airport - BEOGRAD/NIKOLA TESLA airport,22350
SE_ESKN_RS_LYNI,STOCKHOLM/SKAVSTA airport - NIS airport,16048
SE_ESKN_UA_UKBB,STOCKHOLM/SKAVSTA airport - KYIV/BORYSPIL airport,25640
SE_ESKN_UK_EGPH,STOCKHOLM/SKAVSTA airport - EDINBURGH airport,13481
SE_ESKN_UK_EGSS,STOCKHOLM/SKAVSTA airport - LONDON STANSTED airport,105545
SE_ESMQ_ES_GCLP,KALMAR airport - GRAN CANARIA airport,8559
SE_ESMQ_SE_ESSA,KALMAR airport - STOCKHOLM/ARLANDA airport,52464
SE_ESMQ_SE_ESSB,KALMAR airport - STOCKHOLM/BROMMA airport,42023
SE_ESMS_AT_LOWW,MALMO airport - WIEN-SCHWECHAT airport,14336
SE_ESMS_BA_LQTZ,MALMO airport - TUZLA airport,55489
SE_ESMS_CY_LCLK,MALMO airport - LARNAKA/INTL airport,10851
SE_ESMS_ES_GCLP,MALMO airport - GRAN CANARIA airport,18973
SE_ESMS_ES_GCTS,MALMO airport - TENERIFE SUR/REINA SOFIA airport,10070
SE_ESMS_ES_LEPA,MALMO airport - PALMA DE MALLORCA airport,14620
SE_ESMS_HU_LHBP,MALMO airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,35744
SE_ESMS_MK_LWOH,MALMO airport - OHRID airport,10867
SE_ESMS_MK_LWSK,MALMO airport - SKOPJE airport,45439
SE_ESMS_PL_EPGD,MALMO airport - GDANSK IM LECHA WALESY airport,47273
SE_ESMS_PL_EPKK,MALMO airport - KRAKOW/BALICE airport,16661
SE_ESMS_PL_EPKT,MALMO airport - KATOWICE/PYRZOWICE airport,27144
SE_ESMS_PL_EPWA,MALMO airport - WARSZAWA/CHOPINA airport,33247
SE_ESMS_RO_LRCL,MALMO airport - CLUJ NAPOCA/AVRAM IANCU airport,21301
SE_ESMS_RO_LROP,MALMO airport - BUCURESTI/HENRI COANDA airport,20391
SE_ESMS_RS_LYBE,MALMO airport - BEOGRAD/NIKOLA TESLA airport,36141
SE_ESMS_RS_LYNI,MALMO airport - NIS airport,11543
SE_ESMS_SE_ESSA,MALMO airport - STOCKHOLM/ARLANDA airport,280470
SE_ESMS_SE_ESSB,MALMO airport - STOCKHOLM/BROMMA airport,232868
SE_ESMS_TR_LTAI,MALMO airport - ANTALYA (MIL-CIV) airport,10605
SE_ESMX_BA_LQTZ,VAXJO/KRONOBERG airport - TUZLA airport,16624
SE_ESMX_ES_GCLP,VAXJO/KRONOBERG airport - GRAN CANARIA airport,8590
SE_ESMX_ES_LEAL,VAXJO/KRONOBERG airport - ALICANTE airport,10962
SE_ESMX_MK_LWSK,VAXJO/KRONOBERG airport - SKOPJE airport,11321
SE_ESMX_NL_EHAM,VAXJO/KRONOBERG airport - AMSTERDAM/SCHIPHOL airport,21525
SE_ESMX_PL_EPGD,VAXJO/KRONOBERG airport - GDANSK IM LECHA WALESY airport,13134
SE_ESMX_SE_ESSB,VAXJO/KRONOBERG airport - STOCKHOLM/BROMMA airport,33108
SE_ESNN_SE_ESSA,SUNDSVALL-HARNOSAND airport - STOCKHOLM/ARLANDA airport,68152
SE_ESNN_SE_ESSB,SUNDSVALL-HARNOSAND airport - STOCKHOLM/BROMMA airport,29567
SE_ESNQ_SE_ESSA,KIRUNA airport - STOCKHOLM/ARLANDA airport,130047
SE_ESNS_SE_ESSA,SKELLEFTEA airport - STOCKHOLM/ARLANDA airport,133292
SE_ESNU_FI_EFHK,UMEA airport - HELSINKI/VANTAA airport,15515
SE_ESNU_SE_ESSA,UMEA airport - STOCKHOLM/ARLANDA airport,346692
SE_ESNU_SE_ESSB,UMEA airport - STOCKHOLM/BROMMA airport,83958
SE_ESNZ_SE_ESSA,ARE OSTERSUND airport - STOCKHOLM/ARLANDA airport,167516
SE_ESNZ_SE_ESSB,ARE OSTERSUND airport - STOCKHOLM/BROMMA airport,47172
SE_ESOE_ES_GCLP,OREBRO airport - GRAN CANARIA airport,9067
SE_ESOE_ES_LEPA,OREBRO airport - PALMA DE MALLORCA airport,8019
SE_ESPA_SE_ESGG,LULEA/KALLAX airport - GOTEBORG/LANDVETTER airport,10209
SE_ESPA_SE_ESSA,LULEA/KALLAX airport - STOCKHOLM/ARLANDA airport,523470
SE_ESSA_AE_OMDB,STOCKHOLM/ARLANDA airport - DUBAI INTERNATIONAL airport,150318
SE_ESSA_AT_LOWW,STOCKHOLM/ARLANDA airport - WIEN-SCHWECHAT airport,134541
SE_ESSA_BE_EBBR,STOCKHOLM/ARLANDA airport - BRUSSELS airport,79355
SE_ESSA_CH_LSGG,STOCKHOLM/ARLANDA airport - GENEVA airport,54017
SE_ESSA_CH_LSZH,STOCKHOLM/ARLANDA airport - ZURICH airport,200835
SE_ESSA_CN_ZBAA,STOCKHOLM/ARLANDA airport - BEIJING/CAPITAL airport,67313
SE_ESSA_CY_LCLK,STOCKHOLM/ARLANDA airport - LARNAKA/INTL airport,62733
SE_ESSA_CZ_LKPR,STOCKHOLM/ARLANDA airport - PRAHA/RUZYNE airport,218280
SE_ESSA_DE_EDDB,STOCKHOLM/ARLANDA airport - BERLIN-BRANDENBURG airport,80891
SE_ESSA_DE_EDDF,STOCKHOLM/ARLANDA airport - FRANKFURT/MAIN airport,356706
SE_ESSA_DE_EDDH,STOCKHOLM/ARLANDA airport - HAMBURG airport,95471
SE_ESSA_DE_EDDL,STOCKHOLM/ARLANDA airport - DUESSELDORF airport,113166
SE_ESSA_DE_EDDM,STOCKHOLM/ARLANDA airport - MUENCHEN airport,283486
SE_ESSA_DE_EDDT,STOCKHOLM/ARLANDA airport - BERLIN-TEGEL airport,177424
SE_ESSA_DK_EKCH,STOCKHOLM/ARLANDA airport - KOBENHAVN/KASTRUP airport,698499
SE_ESSA_EE_EETN,STOCKHOLM/ARLANDA airport - LENNART MERI TALLINN airport,142596
SE_ESSA_EL_LGAV,STOCKHOLM/ARLANDA airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,64674
SE_ESSA_EL_LGRP,STOCKHOLM/ARLANDA airport - RODOS/DIAGORAS airport,68210
SE_ESSA_EL_LGSA,STOCKHOLM/ARLANDA airport - CHANIA/IOANNIS DASKALOGIANNIS airport,62924
SE_ESSA_ES_GCLP,STOCKHOLM/ARLANDA airport - GRAN CANARIA airport,137221
SE_ESSA_ES_GCTS,STOCKHOLM/ARLANDA airport - TENERIFE SUR/REINA SOFIA airport,59721
SE_ESSA_ES_LEAL,STOCKHOLM/ARLANDA airport - ALICANTE airport,155571
SE_ESSA_ES_LEBL,STOCKHOLM/ARLANDA airport - BARCELONA/EL PRAT airport,147940
SE_ESSA_ES_LEMD,STOCKHOLM/ARLANDA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,102682
SE_ESSA_ES_LEMG,STOCKHOLM/ARLANDA airport - MALAGA/COSTA DEL SOL airport,240076
SE_ESSA_ES_LEPA,STOCKHOLM/ARLANDA airport - PALMA DE MALLORCA airport,164822
SE_ESSA_ET_HAAB,STOCKHOLM/ARLANDA airport - ADDIS ABABA/BOLE COM/MET/NOF airport,45888
SE_ESSA_FI_EFHK,STOCKHOLM/ARLANDA airport - HELSINKI/VANTAA airport,610684
SE_ESSA_FI_EFTU,STOCKHOLM/ARLANDA airport - TURKU airport,42135
SE_ESSA_FI_EFVA,STOCKHOLM/ARLANDA airport - VAASA airport,45159
SE_ESSA_FR_LFMN,STOCKHOLM/ARLANDA airport - NICE-COTE D'AZUR airport,100577
SE_ESSA_FR_LFPG,STOCKHOLM/ARLANDA airport - PARIS-CHARLES DE GAULLE airport,329518
SE_ESSA_HR_LDSP,STOCKHOLM/ARLANDA airport - SPLIT/KASTELA airport,67101
SE_ESSA_HU_LHBP,STOCKHOLM/ARLANDA airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,50721
SE_ESSA_IE_EIDW,STOCKHOLM/ARLANDA airport - DUBLIN airport,74712
SE_ESSA_IS_BIKF,STOCKHOLM/ARLANDA airport - KEFLAVIK airport,95342
SE_ESSA_IT_LIMC,STOCKHOLM/ARLANDA airport - MILANO/MALPENSA airport,49691
SE_ESSA_IT_LIRF,STOCKHOLM/ARLANDA airport - ROMA/FIUMICINO airport,107541
SE_ESSA_LT_EYVI,STOCKHOLM/ARLANDA airport - VILNIUS INTL airport,79765
SE_ESSA_LV_EVRA,STOCKHOLM/ARLANDA airport - RIGA airport,127198
SE_ESSA_NL_EHAM,STOCKHOLM/ARLANDA airport - AMSTERDAM/SCHIPHOL airport,433203
SE_ESSA_NO_ENBR,STOCKHOLM/ARLANDA airport - BERGEN/FLESLAND airport,64134
SE_ESSA_NO_ENGM,STOCKHOLM/ARLANDA airport - OSLO/GARDERMOEN airport,687865
SE_ESSA_NO_ENVA,STOCKHOLM/ARLANDA airport - TRONDHEIM/VAERNES airport,38663
SE_ESSA_PL_EPKK,STOCKHOLM/ARLANDA airport - KRAKOW/BALICE airport,52330
SE_ESSA_PL_EPWA,STOCKHOLM/ARLANDA airport - WARSZAWA/CHOPINA airport,69317
SE_ESSA_PT_LPPT,STOCKHOLM/ARLANDA airport - LISBOA airport,101775
SE_ESSA_QA_OTHH,STOCKHOLM/ARLANDA airport - HAMAD INTERNATIONAL airport,145333
SE_ESSA_RU_UUEE,STOCKHOLM/ARLANDA airport - MOSCOW/SHEREMETYEVO airport,70335
SE_ESSA_SE_ESDF,STOCKHOLM/ARLANDA airport - RONNEBY airport,57616
