ranking,type,route_code,passengers,route_name,origin_airport_code,origin_airport_country,origin_airport_icao,origin_airport_name,destination_airport_code,destination_airport_country,destination_airport_icao,destination_airport_name
1791,international,DE_EDDF_ES_GCRR,109318,FRANKFURT/MAIN airport - LANZAROTE airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,ES_GCRR,ES,GCRR,LANZAROTE airport
1792,domestic,IT_LICA_IT_LIMF,109259,LAMEZIA TERME airport - TORINO/CASELLE airport,IT_LICA,IT,LICA,LAMEZIA TERME airport,IT_LIMF,IT,LIMF,TORINO/CASELLE airport
1793,international,ES_GCTS_IT_LIMC,109227,TENERIFE SUR/REINA SOFIA airport - MILANO/MALPENSA airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
1794,international,ES_LEMD_UK_EGGD,109179,ADOLFO SUAREZ MADRID-BARAJAS airport - BRISTOL airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,UK_EGGD,UK,EGGD,BRISTOL airport
1795,international,IT_LIPY_UK_EGSS,109143,ANCONA/FALCONARA airport - LONDON STANSTED airport,IT_LIPY,IT,LIPY,ANCONA/FALCONARA airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
1796,international,DE_EDDM_UK_EGLC,109121,MUENCHEN airport - LONDON/CITY airport,DE_EDDM,DE,EDDM,MUENCHEN airport,UK_EGLC,UK,EGLC,LONDON/CITY airport
1797,international,CH_LSGG_UK_EGBB,109109,GENEVA airport - BIRMINGHAM airport,CH_LSGG,CH,LSGG,GENEVA airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
1798,international,ES_GCRR_UK_EGGW,109082,LANZAROTE airport - LONDON LUTON airport,ES_GCRR,ES,GCRR,LANZAROTE airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
1799,international,BE_EBBR_DK_EKBI,108961,BRUSSELS airport - BILLUND airport,BE_EBBR,BE,EBBR,BRUSSELS airport,DK_EKBI,DK,EKBI,BILLUND airport
1800,international,DE_EDDT_NO_ENGM,108895,BERLIN-TEGEL airport - OSLO/GARDERMOEN airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
1801,international,CH_LSZH_HR_LDZA,108869,ZURICH airport - ZAGREB/FRANJO TUDJMAN airport,CH_LSZH,CH,LSZH,ZURICH airport,HR_LDZA,HR,LDZA,ZAGREB/FRANJO TUDJMAN airport
1802,international,NL_EHAM_NO_ENTO,108675,AMSTERDAM/SCHIPHOL airport - SANDEFJORD/TORP airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,NO_ENTO,NO,ENTO,SANDEFJORD/TORP airport
1803,international,AT_LOWW_HU_LHBP,108624,WIEN-SCHWECHAT airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
1804,domestic,IT_LIBC_IT_LIME,108613,CROTONE airport - BERGAMO/ORIO AL SERIO airport,IT_LIBC,IT,LIBC,CROTONE airport,IT_LIME,IT,LIME,BERGAMO/ORIO AL SERIO airport
1805,international,CH_LSZH_RO_LROP,108586,ZURICH airport - BUCURESTI/HENRI COANDA airport,CH_LSZH,CH,LSZH,ZURICH airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
1806,international,PL_EPLL_UK_EGSS,108534,LODZ/LUBLINEK airport - LONDON STANSTED airport,PL_EPLL,PL,EPLL,LODZ/LUBLINEK airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
1807,international,DE_EDDM_ES_LEIB,108483,MUENCHEN airport - IBIZA airport,DE_EDDM,DE,EDDM,MUENCHEN airport,ES_LEIB,ES,LEIB,IBIZA airport
1808,international,ES_LEPA_UK_EGFF,108452,PALMA DE MALLORCA airport - CARDIFF airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,UK_EGFF,UK,EGFF,CARDIFF airport
1809,international,DE_EDDM_IT_LIRP,108252,MUENCHEN airport - PISA/S. GIUSTO airport,DE_EDDM,DE,EDDM,MUENCHEN airport,IT_LIRP,IT,LIRP,PISA/S. GIUSTO airport
1810,international,IT_LICJ_UK_EGSS,108146,PALERMO/PUNTA RAISI airport - LONDON STANSTED airport,IT_LICJ,IT,LICJ,PALERMO/PUNTA RAISI airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
1811,international,DK_EKCH_FR_LFPO,108124,KOBENHAVN/KASTRUP airport - PARIS-ORLY airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
1812,international,AT_LOWW_DE_EDLW,108118,WIEN-SCHWECHAT airport - DORTMUND airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,DE_EDLW,DE,EDLW,DORTMUND airport
1813,domestic,FR_LFKJ_FR_LFPG,108070,AJACCIO-NAPOLEON-BONAPARTE airport - PARIS-CHARLES DE GAULLE airport,FR_LFKJ,FR,LFKJ,AJACCIO-NAPOLEON-BONAPARTE airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
1814,domestic,DK_EKBI_DK_EKCH,108067,BILLUND airport - KOBENHAVN/KASTRUP airport,DK_EKBI,DK,EKBI,BILLUND airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport
1815,international,BE_EBCI_PL_EPKK,108051,CHARLEROI/BRUSSELS SOUTH airport - KRAKOW/BALICE airport,BE_EBCI,BE,EBCI,CHARLEROI/BRUSSELS SOUTH airport,PL_EPKK,PL,EPKK,KRAKOW/BALICE airport
1816,international,IT_LIBD_UK_EGKK,107944,BARI/PALESE airport - LONDON GATWICK airport,IT_LIBD,IT,LIBD,BARI/PALESE airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
1817,international,IE_EICK_UK_EGCC,107849,CORK airport - MANCHESTER airport,IE_EICK,IE,EICK,CORK airport,UK_EGCC,UK,EGCC,MANCHESTER airport
1818,international,CH_LSZH_ES_GCTS,107789,ZURICH airport - TENERIFE SUR/REINA SOFIA airport,CH_LSZH,CH,LSZH,ZURICH airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport
1819,domestic,FR_LFKJ_FR_LFMN,107761,AJACCIO-NAPOLEON-BONAPARTE airport - NICE-COTE D'AZUR airport,FR_LFKJ,FR,LFKJ,AJACCIO-NAPOLEON-BONAPARTE airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport
1820,international,IS_BIKF_UK_EGPF,107672,KEFLAVIK airport - GLASGOW airport,IS_BIKF,IS,BIKF,KEFLAVIK airport,UK_EGPF,UK,EGPF,GLASGOW airport
1821,international,ES_LEIB_FR_LFPG,107597,IBIZA airport - PARIS-CHARLES DE GAULLE airport,ES_LEIB,ES,LEIB,IBIZA airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
1822,international,FR_LFOB_RO_LROP,107552,BEAUVAIS-TILLE airport - BUCURESTI/HENRI COANDA airport,FR_LFOB,FR,LFOB,BEAUVAIS-TILLE airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
1823,international,CH_LSGG_SE_ESSA,107545,GENEVA airport - STOCKHOLM/ARLANDA airport,CH_LSGG,CH,LSGG,GENEVA airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
1824,international,AT_LOWW_EL_LGIR,107538,WIEN-SCHWECHAT airport - IRAKLION/NIKOS KAZANTZAKIS airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,EL_LGIR,EL,LGIR,IRAKLION/NIKOS KAZANTZAKIS airport
1825,international,RO_LROP_UK_EGGP,107519,BUCURESTI/HENRI COANDA airport - LIVERPOOL airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport,UK_EGGP,UK,EGGP,LIVERPOOL airport
1826,international,IT_LIRA_NL_EHEH,107430,ROMA/CIAMPINO airport - EINDHOVEN airport,IT_LIRA,IT,LIRA,ROMA/CIAMPINO airport,NL_EHEH,NL,EHEH,EINDHOVEN airport
1827,international,FI_EFHK_IE_EIDW,107406,HELSINKI/VANTAA airport - DUBLIN airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,IE_EIDW,IE,EIDW,DUBLIN airport
1828,domestic,IT_LIEO_IT_LIPX,107378,OLBIA/COSTA SMERALDA airport - VERONA/VILLAFRANCA airport,IT_LIEO,IT,LIEO,OLBIA/COSTA SMERALDA airport,IT_LIPX,IT,LIPX,VERONA/VILLAFRANCA airport
1829,international,ES_LEMG_RO_LROP,107289,MALAGA/COSTA DEL SOL airport - BUCURESTI/HENRI COANDA airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
1830,international,DE_EDDK_ES_GCTS,107138,KOELN/BONN airport - TENERIFE SUR/REINA SOFIA airport,DE_EDDK,DE,EDDK,KOELN/BONN airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport
1831,domestic,NO_ENBO_NO_ENLK,107135,BODO airport - LEKNES airport,NO_ENBO,NO,ENBO,BODO airport,NO_ENLK,NO,ENLK,LEKNES airport
1832,international,ES_LEMD_MT_LMML,107123,ADOLFO SUAREZ MADRID-BARAJAS airport - LUQA airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,MT_LMML,MT,LMML,LUQA airport
1833,international,ES_LEMD_PL_EPWA,106972,ADOLFO SUAREZ MADRID-BARAJAS airport - WARSZAWA/CHOPINA airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
1834,international,DE_EDDH_ES_LEMG,106903,HAMBURG airport - MALAGA/COSTA DEL SOL airport,DE_EDDH,DE,EDDH,HAMBURG airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport
1835,international,EL_LGZA_UK_EGCC,106866,ZAKINTHOS/DIONISIOS SOLOMOS airport - MANCHESTER airport,EL_LGZA,EL,LGZA,ZAKINTHOS/DIONISIOS SOLOMOS airport,UK_EGCC,UK,EGCC,MANCHESTER airport
1836,international,DE_EDDB_FR_LFMN,106806,BERLIN-BRANDENBURG airport - NICE-COTE D'AZUR airport,DE_EDDB,DE,EDDB,BERLIN-BRANDENBURG airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport
1837,international,FR_LFPO_MT_LMML,106698,PARIS-ORLY airport - LUQA airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport,MT_LMML,MT,LMML,LUQA airport
1838,international,DE_EDLW_UK_EGGW,106690,DORTMUND airport - LONDON LUTON airport,DE_EDLW,DE,EDLW,DORTMUND airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
1839,international,BG_LBSF_PL_EPWA,106666,SOFIA airport - WARSZAWA/CHOPINA airport,BG_LBSF,BG,LBSF,SOFIA airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
1840,international,CY_LCPH_UK_EGBB,106646,PAFOS/INTL airport - BIRMINGHAM airport,CY_LCPH,CY,LCPH,PAFOS/INTL airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
1841,international,ES_LEAL_SE_ESKN,106609,ALICANTE airport - STOCKHOLM/SKAVSTA airport,ES_LEAL,ES,LEAL,ALICANTE airport,SE_ESKN,SE,ESKN,STOCKHOLM/SKAVSTA airport
1842,international,CZ_LKAA_PT_LPPT,106579,FIR PRAHA airport - LISBOA airport,CZ_LKAA,CZ,LKAA,FIR PRAHA airport,PT_LPPT,PT,LPPT,LISBOA airport
1843,international,DE_EDDM_IT_LIBD,106567,MUENCHEN airport - BARI/PALESE airport,DE_EDDM,DE,EDDM,MUENCHEN airport,IT_LIBD,IT,LIBD,BARI/PALESE airport
1844,international,FR_LFOB_IT_LIPE,106478,BEAUVAIS-TILLE airport - BOLOGNA/BORGO PANIGALE airport,FR_LFOB,FR,LFOB,BEAUVAIS-TILLE airport,IT_LIPE,IT,LIPE,BOLOGNA/BORGO PANIGALE airport
1845,international,ES_LEAL_IT_LIRF,106444,ALICANTE airport - ROMA/FIUMICINO airport,ES_LEAL,ES,LEAL,ALICANTE airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
1846,international,ES_LEPA_IT_LIME,106428,PALMA DE MALLORCA airport - BERGAMO/ORIO AL SERIO airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,IT_LIME,IT,LIME,BERGAMO/ORIO AL SERIO airport
1847,domestic,FR_LFKB_FR_LFMN,106406,BASTIA-PORETTA airport - NICE-COTE D'AZUR airport,FR_LFKB,FR,LFKB,BASTIA-PORETTA airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport
1848,international,DE_EDDM_HR_LDDU,106400,MUENCHEN airport - DUBROVNIK/CILIPI airport,DE_EDDM,DE,EDDM,MUENCHEN airport,HR_LDDU,HR,LDDU,DUBROVNIK/CILIPI airport
1849,international,ES_LEMG_PT_LPPT,106363,MALAGA/COSTA DEL SOL airport - LISBOA airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,PT_LPPT,PT,LPPT,LISBOA airport
1850,international,DE_EDDB_IT_LIRN,106331,BERLIN-BRANDENBURG airport - NAPOLI/CAPODICHINO airport,DE_EDDB,DE,EDDB,BERLIN-BRANDENBURG airport,IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport"
1851,international,ES_LEGE_IT_LIRP,106328,GIRONA airport - PISA/S. GIUSTO airport,ES_LEGE,ES,LEGE,GIRONA airport,IT_LIRP,IT,LIRP,PISA/S. GIUSTO airport
1852,international,PL_EPKK_SE_ESSA,106323,KRAKOW/BALICE airport - STOCKHOLM/ARLANDA airport,PL_EPKK,PL,EPKK,KRAKOW/BALICE airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
1853,international,AL_LATI_UK_EGKK,106224,TIRANA airport - LONDON GATWICK airport,AL_LATI,AL,LATI,TIRANA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
1854,international,DE_EDDC_ES_LEPA,106222,DRESDEN airport - PALMA DE MALLORCA airport,DE_EDDC,DE,EDDC,DRESDEN airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
1855,international,ES_LEPA_FR_LFRS,106108,PALMA DE MALLORCA airport - NANTES ATLANTIQUE airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,FR_LFRS,FR,LFRS,"NANTES ATLANTIQUE airport"
1856,international,DE_EDDS_ES_GCTS,106000,STUTTGART airport - TENERIFE SUR/REINA SOFIA airport,DE_EDDS,DE,EDDS,STUTTGART airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport
1857,domestic,FR_LFML_FR_LFST,105972,MARSEILLE-PROVENCE airport - STRASBOURG-ENTZHEIM airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport,FR_LFST,FR,LFST,STRASBOURG-ENTZHEIM airport
1858,international,BE_EBCI_ES_LEMD,105852,CHARLEROI/BRUSSELS SOUTH airport - ADOLFO SUAREZ MADRID-BARAJAS airport,BE_EBCI,BE,EBCI,CHARLEROI/BRUSSELS SOUTH airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
1859,international,DE_EDDT_UK_EGPH,105832,BERLIN-TEGEL airport - EDINBURGH airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport,UK_EGPH,UK,EGPH,EDINBURGH airport
1860,international,NO_ENZV_UK_EGPD,105744,STAVANGER/SOLA airport - ABERDEEN/DYCE airport,NO_ENZV,NO,ENZV,STAVANGER/SOLA airport,UK_EGPD,UK,EGPD,ABERDEEN/DYCE airport
1861,international,DK_EKCH_HR_LDSP,105710,KOBENHAVN/KASTRUP airport - SPLIT/KASTELA airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,HR_LDSP,HR,LDSP,SPLIT/KASTELA airport
1862,international,ES_GCRR_IE_EICK,105641,LANZAROTE airport - CORK airport,ES_GCRR,ES,GCRR,LANZAROTE airport,IE_EICK,IE,EICK,CORK airport
1863,international,DE_EDDK_EL_LGIR,105528,KOELN/BONN airport - IRAKLION/NIKOS KAZANTZAKIS airport,DE_EDDK,DE,EDDK,KOELN/BONN airport,EL_LGIR,EL,LGIR,IRAKLION/NIKOS KAZANTZAKIS airport
1864,international,DE_EDLW_PL_EPGD,105457,DORTMUND airport - GDANSK IM LECHA WALESY airport,DE_EDLW,DE,EDLW,DORTMUND airport,PL_EPGD,PL,EPGD,GDANSK IM LECHA WALESY airport
1865,international,ES_LEBL_LT_EYVI,105438,BARCELONA/EL PRAT airport - VILNIUS INTL airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,LT_EYVI,LT,EYVI,VILNIUS INTL airport
1866,domestic,FR_LFLC_FR_LFPO,105416,CLERMONT-FERRAND-AUVERGNE airport - PARIS-ORLY airport,FR_LFLC,FR,LFLC,CLERMONT-FERRAND-AUVERGNE airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
1867,international,PL_EPKK_UK_EGBB,105415,KRAKOW/BALICE airport - BIRMINGHAM airport,PL_EPKK,PL,EPKK,KRAKOW/BALICE airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
1868,international,DE_EDDS_ES_GCFV,105343,STUTTGART airport - FUERTEVENTURA airport,DE_EDDS,DE,EDDS,STUTTGART airport,ES_GCFV,ES,GCFV,FUERTEVENTURA airport
1869,domestic,IT_LIBR_IT_LIPH,105199,BRINDISI/CASALE airport - TREVISO/S.ANGELO airport,IT_LIBR,IT,LIBR,BRINDISI/CASALE airport,IT_LIPH,IT,LIPH,TREVISO/S.ANGELO airport
1870,international,BE_EBBR_IS_BIKF,105087,BRUSSELS airport - KEFLAVIK airport,BE_EBBR,BE,EBBR,BRUSSELS airport,IS_BIKF,IS,BIKF,KEFLAVIK airport
1871,international,CZ_LKPR_IT_LIPZ,105057,PRAHA/RUZYNE airport - VENEZIA/TESSERA airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,IT_LIPZ,IT,LIPZ,VENEZIA/TESSERA airport
1872,international,EL_LGSR_UK_EGKK,105003,SANTORINI airport - LONDON GATWICK airport,EL_LGSR,EL,LGSR,SANTORINI airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
1873,international,FR_LFBZ_UK_EGSS,104879,BIARRITZ-BAYONNE-ANGLET airport - LONDON STANSTED airport,FR_LFBZ,FR,LFBZ,BIARRITZ-BAYONNE-ANGLET airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
1874,international,AT_LOWI_NL_EHAM,104790,INNSBRUCK airport - AMSTERDAM/SCHIPHOL airport,AT_LOWI,AT,LOWI,INNSBRUCK airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
1875,international,DE_EDDN_HU_LHBP,104750,NUERNBERG airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,DE_EDDN,DE,EDDN,NUERNBERG airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
1876,domestic,SE_ESMQ_SE_ESSA,104654,KALMAR airport - STOCKHOLM/ARLANDA airport,SE_ESMQ,SE,ESMQ,KALMAR airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
1877,international,DE_EDDF_EL_LGRP,104650,FRANKFURT/MAIN airport - RODOS/DIAGORAS airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,EL_LGRP,EL,LGRP,RODOS/DIAGORAS airport
1878,domestic,DE_EDDL_DE_EDDP,104577,DUESSELDORF airport - LEIPZIG/HALLE airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,DE_EDDP,DE,EDDP,LEIPZIG/HALLE airport
1879,international,IT_LIBD_RO_LROP,104512,BARI/PALESE airport - BUCURESTI/HENRI COANDA airport,IT_LIBD,IT,LIBD,BARI/PALESE airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
1880,international,EL_LGAV_PL_EPMO,104342,ATHINAI/ELEFTHERIOS VENIZELOS airport - WARSZAWA/MODLIN airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,PL_EPMO,PL,EPMO,WARSZAWA/MODLIN airport
1881,domestic,EL_LGAV_EL_LGIO,104132,ATHINAI/ELEFTHERIOS VENIZELOS airport - IOANNINA/KING PYRROS airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,EL_LGIO,EL,LGIO,IOANNINA/KING PYRROS airport
1882,international,LU_ELLX_UK_EGSS,104132,LUXEMBOURG airport - LONDON STANSTED airport,LU_ELLX,LU,ELLX,LUXEMBOURG airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
1883,domestic,IT_LICB_IT_LIMC,104130,COMISO airport - MILANO/MALPENSA airport,IT_LICB,IT,LICB,COMISO airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
1884,international,BG_LBBG_UK_EGCC,104028,BURGAS airport - MANCHESTER airport,BG_LBBG,BG,LBBG,BURGAS airport,UK_EGCC,UK,EGCC,MANCHESTER airport
1885,international,FR_LFLL_UK_EGGW,104009,LYON SAINT-EXUPERY airport - LONDON LUTON airport,FR_LFLL,FR,LFLL,LYON SAINT-EXUPERY airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
1886,international,CZ_LKPR_RO_LROP,103932,PRAHA/RUZYNE airport - BUCURESTI/HENRI COANDA airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
1887,international,BE_EBBR_MT_LMML,103907,BRUSSELS airport - LUQA airport,BE_EBBR,BE,EBBR,BRUSSELS airport,MT_LMML,MT,LMML,LUQA airport
1888,international,ES_LEMG_UK_EGFF,103899,MALAGA/COSTA DEL SOL airport - CARDIFF airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,UK_EGFF,UK,EGFF,CARDIFF airport
1889,domestic,FR_LFQQ_FR_LFRS,103874,LILLE-LESQUIN airport - NANTES ATLANTIQUE airport,FR_LFQQ,FR,LFQQ,LILLE-LESQUIN airport,FR_LFRS,FR,LFRS,"NANTES ATLANTIQUE airport"
1890,international,IT_LIPX_NL_EHAM,103848,VERONA/VILLAFRANCA airport - AMSTERDAM/SCHIPHOL airport,IT_LIPX,IT,LIPX,VERONA/VILLAFRANCA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
1891,international,FI_EFHK_HR_LDSP,103799,HELSINKI/VANTAA airport - SPLIT/KASTELA airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,HR_LDSP,HR,LDSP,SPLIT/KASTELA airport
1892,international,ES_GCTS_IT_LIME,103750,TENERIFE SUR/REINA SOFIA airport - BERGAMO/ORIO AL SERIO airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,IT_LIME,IT,LIME,BERGAMO/ORIO AL SERIO airport
1893,international,DE_EDDL_NO_ENGM,103743,DUESSELDORF airport - OSLO/GARDERMOEN airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
1894,international,ES_LEBL_LV_EVRA,103669,BARCELONA/EL PRAT airport - RIGA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,LV_EVRA,LV,EVRA,RIGA airport
1895,international,FR_LFBO_UK_EGGD,103536,TOULOUSE/BLAGNAC airport - BRISTOL airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport,UK_EGGD,UK,EGGD,BRISTOL airport
1896,international,CH_LSGG_IT_LIBR,103512,GENEVA airport - BRINDISI/CASALE airport,CH_LSGG,CH,LSGG,GENEVA airport,IT_LIBR,IT,LIBR,BRINDISI/CASALE airport
1897,international,NO_ENBR_PL_EPGD,103474,BERGEN/FLESLAND airport - GDANSK IM LECHA WALESY airport,NO_ENBR,NO,ENBR,BERGEN/FLESLAND airport,PL_EPGD,PL,EPGD,GDANSK IM LECHA WALESY airport
1898,domestic,ES_GCTS_ES_LEBL,103339,TENERIFE SUR/REINA SOFIA airport - BARCELONA/EL PRAT airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport
1899,international,EL_LGAV_PL_EPWA,102937,ATHINAI/ELEFTHERIOS VENIZELOS airport - WARSZAWA/CHOPINA airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
1900,international,DK_EKAH_UK_EGSS,102763,AARHUS airport - LONDON STANSTED airport,DK_EKAH,DK,EKAH,AARHUS airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
1901,international,CH_LSZH_DE_EDDC,102683,ZURICH airport - DRESDEN airport,CH_LSZH,CH,LSZH,ZURICH airport,DE_EDDC,DE,EDDC,DRESDEN airport
1902,international,FI_EFHK_FR_LFMN,102598,HELSINKI/VANTAA airport - NICE-COTE D'AZUR airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport
1903,international,RS_LYBE_UK_EGLL,102596,BEOGRAD/NIKOLA TESLA airport - LONDON HEATHROW airport,RS_LYBE,RS,LYBE,BEOGRAD/NIKOLA TESLA airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
1904,international,PT_LPMA_UK_EGCC,102593,MADEIRA airport - MANCHESTER airport,PT_LPMA,PT,LPMA,MADEIRA airport,UK_EGCC,UK,EGCC,MANCHESTER airport
1905,international,FR_LFMN_UK_EGGP,102585,NICE-COTE D'AZUR airport - LIVERPOOL airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport,UK_EGGP,UK,EGGP,LIVERPOOL airport
1906,international,FR_LFPG_MT_LMML,102585,PARIS-CHARLES DE GAULLE airport - LUQA airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,MT_LMML,MT,LMML,LUQA airport
1907,international,PT_LPPR_UK_EGCC,102580,PORTO airport - MANCHESTER airport,PT_LPPR,PT,LPPR,PORTO airport,UK_EGCC,UK,EGCC,MANCHESTER airport
1908,international,ES_LEPA_FI_EFHK,102411,PALMA DE MALLORCA airport - HELSINKI/VANTAA airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport
1909,international,CH_LSGG_FI_EFHK,102376,GENEVA airport - HELSINKI/VANTAA airport,CH_LSGG,CH,LSGG,GENEVA airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport
1910,international,PL_EPKK_UK_EGNM,102361,KRAKOW/BALICE airport - LEEDS BRADFORD airport,PL_EPKK,PL,EPKK,KRAKOW/BALICE airport,UK_EGNM,UK,EGNM,LEEDS BRADFORD airport
1911,international,DE_EDDB_UK_EGPH,102355,BERLIN-BRANDENBURG airport - EDINBURGH airport,DE_EDDB,DE,EDDB,BERLIN-BRANDENBURG airport,UK_EGPH,UK,EGPH,EDINBURGH airport
1912,international,RO_LRSB_UK_EGGW,102142,SIBIU airport - LONDON LUTON airport,RO_LRSB,RO,LRSB,SIBIU airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
