ranking,type,route_code,passengers,route_name,origin_airport_code,origin_airport_country,origin_airport_icao,origin_airport_name,destination_airport_code,destination_airport_country,destination_airport_icao,destination_airport_name
2439,domestic,FR_LFLL_FR_LFQQ,86195,LYON SAINT-EXUPERY airport - LILLE-LESQUIN airport,FR_LFLL,FR,LFLL,LYON SAINT-EXUPERY airport,FR_LFQQ,FR,LFQQ,LILLE-LESQUIN airport
2440,international,FR_LFMT_NL_EHAM,86193,MONTPELLIER MEDITERRANEE airport - AMSTERDAM/SCHIPHOL airport,FR_LFMT,FR,LFMT,MONTPELLIER MEDITERRANEE airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
2441,international,ES_LEMD_PL_EPMO,86179,ADOLFO SUAREZ MADRID-BARAJAS airport - WARSZAWA/MODLIN airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,PL_EPMO,PL,EPMO,WARSZAWA/MODLIN airport
2442,international,BE_EBBR_FR_LFRS,86096,BRUSSELS airport - NANTES ATLANTIQUE airport,BE_EBBR,BE,EBBR,BRUSSELS airport,FR_LFRS,FR,LFRS,"NANTES ATLANTIQUE airport"
2443,domestic,UK_EGCC_UK_EGNS,85925,MANCHESTER airport - ISLE OF MAN airport,UK_EGCC,UK,EGCC,MANCHESTER airport,UK_EGNS,UK,EGNS,ISLE OF MAN airport
2444,international,CH_LFSB_FR_LFRS,85873,BALE-MULHOUSE airport - NANTES ATLANTIQUE airport,CH_LFSB,CH,LFSB,BALE-MULHOUSE airport,FR_LFRS,FR,LFRS,"NANTES ATLANTIQUE airport"
2445,international,IT_LIME_MD_LUKK,85864,BERGAMO/ORIO AL SERIO airport - CHISINAU/INTERNATIONAL airport,IT_LIME,IT,LIME,BERGAMO/ORIO AL SERIO airport,MD_LUKK,MD,LUKK,CHISINAU/INTERNATIONAL airport
2446,international,DE_EDDT_IT_LICC,85762,BERLIN-TEGEL airport - CATANIA/FONTANAROSSA airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport,IT_LICC,IT,LICC,CATANIA/FONTANAROSSA airport
2447,international,IT_LIMC_LT_EYVI,85680,MILANO/MALPENSA airport - VILNIUS INTL airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport,LT_EYVI,LT,EYVI,VILNIUS INTL airport
2448,international,DE_EDDL_ES_LEBB,85657,DUESSELDORF airport - BILBAO airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,ES_LEBB,ES,LEBB,BILBAO airport
2449,international,BE_EBBR_ES_GCRR,85601,BRUSSELS airport - LANZAROTE airport,BE_EBBR,BE,EBBR,BRUSSELS airport,ES_GCRR,ES,GCRR,LANZAROTE airport
2450,international,BE_EBBR_TR_LTBJ,85473,BRUSSELS airport - IZMIR/ADNAN MENDERES airport,BE_EBBR,BE,EBBR,BRUSSELS airport,TR_LTBJ,TR,LTBJ,IZMIR/ADNAN MENDERES airport
2451,international,FR_LFMK_UK_EGSS,85445,CARCASSONNE-SALVAZA airport - LONDON STANSTED airport,FR_LFMK,FR,LFMK,CARCASSONNE-SALVAZA airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
2452,domestic,ES_LEST_ES_LEZL,85275,SANTIAGO airport - SEVILLA airport,ES_LEST,ES,LEST,SANTIAGO airport,ES_LEZL,ES,LEZL,SEVILLA airport
2453,domestic,ES_LEBL_ES_LEVC,85247,BARCELONA/EL PRAT airport - VALENCIA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,ES_LEVC,ES,LEVC,VALENCIA airport
2454,international,DE_EDDH_IT_LIRF,85197,HAMBURG airport - ROMA/FIUMICINO airport,DE_EDDH,DE,EDDH,HAMBURG airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
2455,international,PT_LPPT_UK_EGPH,85150,LISBOA airport - EDINBURGH airport,PT_LPPT,PT,LPPT,LISBOA airport,UK_EGPH,UK,EGPH,EDINBURGH airport
2456,international,ES_LEMG_FR_LFRS,85126,MALAGA/COSTA DEL SOL airport - NANTES ATLANTIQUE airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,FR_LFRS,FR,LFRS,"NANTES ATLANTIQUE airport"
2457,international,CH_LSZH_FR_LFBD,85119,ZURICH airport - BORDEAUX-MERIGNAC airport,CH_LSZH,CH,LSZH,ZURICH airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport
2458,international,IE_EINN_UK_EGCC,84991,SHANNON airport - MANCHESTER airport,IE_EINN,IE,EINN,SHANNON airport,UK_EGCC,UK,EGCC,MANCHESTER airport
2459,international,ES_GCLP_NO_ENBR,84967,GRAN CANARIA airport - BERGEN/FLESLAND airport,ES_GCLP,ES,GCLP,GRAN CANARIA airport,NO_ENBR,NO,ENBR,BERGEN/FLESLAND airport
2460,international,BE_EBBR_EL_LGKO,84875,BRUSSELS airport - KOS/IPPOKRATIS airport,BE_EBBR,BE,EBBR,BRUSSELS airport,EL_LGKO,EL,LGKO,KOS/IPPOKRATIS airport
2461,international,NL_EHAM_PT_LPMA,84810,AMSTERDAM/SCHIPHOL airport - MADEIRA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,PT_LPMA,PT,LPMA,MADEIRA airport
2462,domestic,FI_EFHK_FI_EFKI,84767,HELSINKI/VANTAA airport - KAJAANI airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,FI_EFKI,FI,EFKI,KAJAANI airport
2463,international,ES_LEMG_HU_LHBP,84716,MALAGA/COSTA DEL SOL airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
2464,international,DE_EDDK_IT_LIRF,84706,KOELN/BONN airport - ROMA/FIUMICINO airport,DE_EDDK,DE,EDDK,KOELN/BONN airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
2465,international,ES_LEIB_IT_LIPE,84631,IBIZA airport - BOLOGNA/BORGO PANIGALE airport,ES_LEIB,ES,LEIB,IBIZA airport,IT_LIPE,IT,LIPE,BOLOGNA/BORGO PANIGALE airport
2466,international,PL_EPWA_SE_ESGG,84616,WARSZAWA/CHOPINA airport - GOTEBORG/LANDVETTER airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport,SE_ESGG,SE,ESGG,GOTEBORG/LANDVETTER airport
2467,international,PT_LPPT_UK_EGGD,84525,LISBOA airport - BRISTOL airport,PT_LPPT,PT,LPPT,LISBOA airport,UK_EGGD,UK,EGGD,BRISTOL airport
2468,international,DE_EDDB_UK_EGPF,84509,BERLIN-BRANDENBURG airport - GLASGOW airport,DE_EDDB,DE,EDDB,BERLIN-BRANDENBURG airport,UK_EGPF,UK,EGPF,GLASGOW airport
2469,domestic,ES_LEAS_ES_LEPA,84412,ASTURIAS airport - PALMA DE MALLORCA airport,ES_LEAS,ES,LEAS,ASTURIAS airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
2470,international,PT_LPPT_RO_LROP,84340,LISBOA airport - BUCURESTI/HENRI COANDA airport,PT_LPPT,PT,LPPT,LISBOA airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
2471,international,ES_LEMD_RO_LRCL,84172,ADOLFO SUAREZ MADRID-BARAJAS airport - CLUJ NAPOCA/AVRAM IANCU airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,RO_LRCL,RO,LRCL,CLUJ NAPOCA/AVRAM IANCU airport
2472,international,IE_EICK_UK_EGBB,84113,CORK airport - BIRMINGHAM airport,IE_EICK,IE,EICK,CORK airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
2473,international,DE_EDDF_EL_LGKO,84050,FRANKFURT/MAIN airport - KOS/IPPOKRATIS airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,EL_LGKO,EL,LGKO,KOS/IPPOKRATIS airport
2474,international,DE_EDDS_PL_EPWA,83930,STUTTGART airport - WARSZAWA/CHOPINA airport,DE_EDDS,DE,EDDS,STUTTGART airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
2475,international,IT_LIPH_MD_LUKK,83868,TREVISO/S.ANGELO airport - CHISINAU/INTERNATIONAL airport,IT_LIPH,IT,LIPH,TREVISO/S.ANGELO airport,MD_LUKK,MD,LUKK,CHISINAU/INTERNATIONAL airport
2476,international,EL_LGRP_UK_EGBB,83797,RODOS/DIAGORAS airport - BIRMINGHAM airport,EL_LGRP,EL,LGRP,RODOS/DIAGORAS airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
2477,international,DE_EDDH_HU_LHBP,83764,HAMBURG airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,DE_EDDH,DE,EDDH,HAMBURG airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
2478,domestic,SE_ESMQ_SE_ESSB,83718,KALMAR airport - STOCKHOLM/BROMMA airport,SE_ESMQ,SE,ESMQ,KALMAR airport,SE_ESSB,SE,ESSB,STOCKHOLM/BROMMA airport
2479,international,FI_EFHK_PL_EPGD,83660,HELSINKI/VANTAA airport - GDANSK IM LECHA WALESY airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,PL_EPGD,PL,EPGD,GDANSK IM LECHA WALESY airport
2480,international,BE_EBCI_UK_EGPH,83565,CHARLEROI/BRUSSELS SOUTH airport - EDINBURGH airport,BE_EBCI,BE,EBCI,CHARLEROI/BRUSSELS SOUTH airport,UK_EGPH,UK,EGPH,EDINBURGH airport
2481,international,EL_LGKF_UK_EGCC,83372,KEFALLINIA/ANNA POLLATOU airport - MANCHESTER airport,EL_LGKF,EL,LGKF,KEFALLINIA/ANNA POLLATOU airport,UK_EGCC,UK,EGCC,MANCHESTER airport
2482,international,DE_EDDM_EL_LGKO,83362,MUENCHEN airport - KOS/IPPOKRATIS airport,DE_EDDM,DE,EDDM,MUENCHEN airport,EL_LGKO,EL,LGKO,KOS/IPPOKRATIS airport
2483,international,BE_EBCI_FR_LFBD,83236,CHARLEROI/BRUSSELS SOUTH airport - BORDEAUX-MERIGNAC airport,BE_EBCI,BE,EBCI,CHARLEROI/BRUSSELS SOUTH airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport
2484,international,DE_EDDK_PL_EPMO,83134,KOELN/BONN airport - WARSZAWA/MODLIN airport,DE_EDDK,DE,EDDK,KOELN/BONN airport,PL_EPMO,PL,EPMO,WARSZAWA/MODLIN airport
2485,international,MD_LUKK_TR_LTAI,83070,CHISINAU/INTERNATIONAL airport - ANTALYA airport,MD_LUKK,MD,LUKK,CHISINAU/INTERNATIONAL airport,TR_LTAI,TR,LTAI,ANTALYA airport
2486,international,IE_EIDW_LT_EYKA,83023,DUBLIN airport - KAUNAS INTL airport,IE_EIDW,IE,EIDW,DUBLIN airport,LT_EYKA,LT,EYKA,KAUNAS INTL airport
2487,international,ES_LEMD_UK_EGGP,82923,ADOLFO SUAREZ MADRID-BARAJAS airport - LIVERPOOL airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,UK_EGGP,UK,EGGP,LIVERPOOL airport
2488,domestic,NO_ENGM_NO_ENOV,82903,OSLO/GARDERMOEN airport - ORSTA-VOLDA/HOVDEN airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport,NO_ENOV,NO,ENOV,ORSTA-VOLDA/HOVDEN airport
2489,international,IE_EIKN_UK_EGKK,82900,IRELAND WEST airport - LONDON GATWICK airport,IE_EIKN,IE,EIKN,IRELAND WEST airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
2490,international,DK_EKBI_EL_LGSA,82891,BILLUND airport - CHANIA/IOANNIS DASKALOGIANNIS airport,DK_EKBI,DK,EKBI,BILLUND airport,EL_LGSA,EL,LGSA,CHANIA/IOANNIS DASKALOGIANNIS airport
2491,domestic,TR_LTAC_TR_LTFG,82838,ANKARA/ESENBOGA airport - GAZIPASA-ALANYA airport,TR_LTAC,TR,LTAC,ANKARA/ESENBOGA airport,TR_LTFG,TR,LTFG,GAZIPASA-ALANYA airport
2492,international,IE_EIKY_UK_EGSS,82797,KERRY airport - LONDON STANSTED airport,IE_EIKY,IE,EIKY,KERRY airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
2493,international,TR_LTFE_UK_EGCC,82752,MUGLA/MILAS-BODRUM airport - MANCHESTER airport,TR_LTFE,TR,LTFE,MUGLA/MILAS-BODRUM airport,UK_EGCC,UK,EGCC,MANCHESTER airport
2494,international,IT_LIRN_RO_LROP,82750,"NAPOLI/CAPODICHINO airport - BUCURESTI/HENRI COANDA airport",IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport",RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
2495,international,IT_LIMJ_UK_EGSS,82640,GENOVA/SESTRI airport - LONDON STANSTED airport,IT_LIMJ,IT,LIMJ,GENOVA/SESTRI airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
2496,international,IE_EIDW_IT_LIRP,82602,DUBLIN airport - PISA/S. GIUSTO airport,IE_EIDW,IE,EIDW,DUBLIN airport,IT_LIRP,IT,LIRP,PISA/S. GIUSTO airport
2497,international,BE_EBBR_FR_LFBD,82506,BRUSSELS airport - BORDEAUX-MERIGNAC airport,BE_EBBR,BE,EBBR,BRUSSELS airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport
2498,international,ES_LEPA_NL_EHRD,82505,PALMA DE MALLORCA airport - ROTTERDAM airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,NL_EHRD,NL,EHRD,ROTTERDAM airport
2499,international,DE_EDDT_ES_LEMG,82407,BERLIN-TEGEL airport - MALAGA/COSTA DEL SOL airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport
2500,international,RO_LRCL_UK_EGKK,82337,CLUJ NAPOCA/AVRAM IANCU airport - LONDON GATWICK airport,RO_LRCL,RO,LRCL,CLUJ NAPOCA/AVRAM IANCU airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
2501,international,FR_LFMN_IT_LIRN,82330,NICE-COTE D'AZUR airport - NAPOLI/CAPODICHINO airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport,IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport"
2502,domestic,UK_EGCC_UK_EGHQ,82308,MANCHESTER airport - NEWQUAY airport,UK_EGCC,UK,EGCC,MANCHESTER airport,UK_EGHQ,UK,EGHQ,NEWQUAY airport
2503,international,FR_LFPG_IT_LIMJ,82307,PARIS-CHARLES DE GAULLE airport - GENOVA/SESTRI airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,IT_LIMJ,IT,LIMJ,GENOVA/SESTRI airport
2504,international,BA_LQSA_DE_EDDM,82272,SARAJEVO airport - MUENCHEN airport,BA_LQSA,BA,LQSA,SARAJEVO airport,DE_EDDM,DE,EDDM,MUENCHEN airport
2505,international,AT_LOWW_CH_LSZR,82248,WIEN-SCHWECHAT airport - ST. GALLEN-ALTENRHEIN airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,CH_LSZR,CH,LSZR,ST. GALLEN-ALTENRHEIN airport
2506,international,ES_LEBB_IE_EIDW,82199,BILBAO airport - DUBLIN airport,ES_LEBB,ES,LEBB,BILBAO airport,IE_EIDW,IE,EIDW,DUBLIN airport
2507,international,DE_EDDS_EL_LGRP,82069,STUTTGART airport - RODOS/DIAGORAS airport,DE_EDDS,DE,EDDS,STUTTGART airport,EL_LGRP,EL,LGRP,RODOS/DIAGORAS airport
2508,domestic,UK_EGHI_UK_EGJJ,82066,SOUTHAMPTON airport - JERSEY airport,UK_EGHI,UK,EGHI,SOUTHAMPTON airport,UK_EGJJ,UK,EGJJ,JERSEY airport
2509,international,EL_LGIR_UK_EGBB,81975,IRAKLION/NIKOS KAZANTZAKIS airport - BIRMINGHAM airport,EL_LGIR,EL,LGIR,IRAKLION/NIKOS KAZANTZAKIS airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
2510,international,FR_LFBD_PT_LPPR,81974,BORDEAUX-MERIGNAC airport - PORTO airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport,PT_LPPR,PT,LPPR,PORTO airport
2511,international,DE_EDDM_UK_EGGW,81957,MUENCHEN airport - LONDON LUTON airport,DE_EDDM,DE,EDDM,MUENCHEN airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
2512,domestic,TR_LTCP_TR_LTFM,81927,ADIYAMAN airport - ISTANBUL/ISTANBUL HAVALIMANI airport,TR_LTCP,TR,LTCP,ADIYAMAN airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport
2513,international,BE_EBOS_ES_LEAL,81815,OOSTENDE/BRUGGE airport - ALICANTE airport,BE_EBOS,BE,EBOS,OOSTENDE/BRUGGE airport,ES_LEAL,ES,LEAL,ALICANTE airport
2514,international,EE_EETN_NL_EHAM,81793,LENNART MERI TALLINN airport - AMSTERDAM/SCHIPHOL airport,EE_EETN,EE,EETN,LENNART MERI TALLINN airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
2515,international,ES_LEBL_PL_EPKT,81711,BARCELONA/EL PRAT airport - KATOWICE/PYRZOWICE airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,PL_EPKT,PL,EPKT,KATOWICE/PYRZOWICE airport
2516,domestic,NO_ENHF_NO_ENTC,81578,HAMMERFEST airport - TROMSO/LANGNES airport,NO_ENHF,NO,ENHF,HAMMERFEST airport,NO_ENTC,NO,ENTC,TROMSO/LANGNES airport
2517,international,IE_EIDW_IT_LIPZ,81564,DUBLIN airport - VENEZIA/TESSERA airport,IE_EIDW,IE,EIDW,DUBLIN airport,IT_LIPZ,IT,LIPZ,VENEZIA/TESSERA airport
2518,international,EL_LGRP_PL_EPKT,81549,RODOS/DIAGORAS airport - KATOWICE/PYRZOWICE airport,EL_LGRP,EL,LGRP,RODOS/DIAGORAS airport,PL_EPKT,PL,EPKT,KATOWICE/PYRZOWICE airport
2519,international,HR_LDZA_PL_EPWA,81430,ZAGREB/FRANJO TUDJMAN airport - WARSZAWA/CHOPINA airport,HR_LDZA,HR,LDZA,ZAGREB/FRANJO TUDJMAN airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
2520,domestic,TR_LTAC_TR_LTCP,81353,ANKARA/ESENBOGA airport - ADIYAMAN airport,TR_LTAC,TR,LTAC,ANKARA/ESENBOGA airport,TR_LTCP,TR,LTCP,ADIYAMAN airport
2521,domestic,FR_LFPO_FR_LFSB,81322,PARIS-ORLY airport - BALE-MULHOUSE airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport,FR_LFSB,FR,LFSB,BALE-MULHOUSE airport
2522,domestic,FR_LFMN_FR_LFRN,81144,NICE-COTE D'AZUR airport - RENNES SAINT JACQUES airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport,FR_LFRN,FR,LFRN,RENNES SAINT JACQUES airport
2523,domestic,TR_LTBJ_TR_LTCA,81079,IZMIR/ADNAN MENDERES airport - ELAZIG airport,TR_LTBJ,TR,LTBJ,IZMIR/ADNAN MENDERES airport,TR_LTCA,TR,LTCA,ELAZIG airport
2524,international,DK_EKCH_EL_LGRP,81017,KOBENHAVN/KASTRUP airport - RODOS/DIAGORAS airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,EL_LGRP,EL,LGRP,RODOS/DIAGORAS airport
2525,international,EL_LGMK_FR_LFPO,80961,MIKONOS airport - PARIS-ORLY airport,EL_LGMK,EL,LGMK,MIKONOS airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
2526,international,ES_LEMH_UK_EGNX,80950,MENORCA airport - EAST MIDLANDS airport,ES_LEMH,ES,LEMH,MENORCA airport,UK_EGNX,UK,EGNX,EAST MIDLANDS airport
2527,international,BG_LBSF_FR_LFOB,80949,SOFIA airport - BEAUVAIS-TILLE airport,BG_LBSF,BG,LBSF,SOFIA airport,FR_LFOB,FR,LFOB,BEAUVAIS-TILLE airport
2528,international,PL_EPMO_UK_EGPH,80925,WARSZAWA/MODLIN airport - EDINBURGH airport,PL_EPMO,PL,EPMO,WARSZAWA/MODLIN airport,UK_EGPH,UK,EGPH,EDINBURGH airport
2529,international,HR_LDSP_NL_EHAM,80911,SPLIT/KASTELA airport - AMSTERDAM/SCHIPHOL airport,HR_LDSP,HR,LDSP,SPLIT/KASTELA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
2530,international,ES_LEMG_FR_LFML,80868,MALAGA/COSTA DEL SOL airport - MARSEILLE-PROVENCE airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport
2531,international,ES_LEGE_UK_EGSS,80859,GIRONA airport - LONDON STANSTED airport,ES_LEGE,ES,LEGE,GIRONA airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
2532,international,IT_LIPH_UK_EGSS,80852,TREVISO/S.ANGELO airport - LONDON STANSTED airport,IT_LIPH,IT,LIPH,TREVISO/S.ANGELO airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
2533,international,DE_EDDM_SI_LJLJ,80840,MUENCHEN airport - LJUBLJANA/BRNIK airport,DE_EDDM,DE,EDDM,MUENCHEN airport,SI_LJLJ,SI,LJLJ,LJUBLJANA/BRNIK airport
2534,international,PL_EPKT_UK_EGCN,80819,KATOWICE/PYRZOWICE airport - DONCASTER SHEFFIELD airport,PL_EPKT,PL,EPKT,KATOWICE/PYRZOWICE airport,UK_EGCN,UK,EGCN,DONCASTER SHEFFIELD airport
2535,international,DE_EDDB_IT_LICC,80662,BERLIN-BRANDENBURG airport - CATANIA/FONTANAROSSA airport,DE_EDDB,DE,EDDB,BERLIN-BRANDENBURG airport,IT_LICC,IT,LICC,CATANIA/FONTANAROSSA airport
2536,international,DK_EKBI_ES_GCLP,80631,BILLUND airport - GRAN CANARIA airport,DK_EKBI,DK,EKBI,BILLUND airport,ES_GCLP,ES,GCLP,GRAN CANARIA airport
2537,international,DE_EDDM_PT_LPFR,80575,MUENCHEN airport - FARO airport,DE_EDDM,DE,EDDM,MUENCHEN airport,PT_LPFR,PT,LPFR,FARO airport
2538,international,DK_EKBI_PL_EPWA,80550,BILLUND airport - WARSZAWA/CHOPINA airport,DK_EKBI,DK,EKBI,BILLUND airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
2539,international,ES_LERS_UK_EGSS,80532,REUS airport - LONDON STANSTED airport,ES_LERS,ES,LERS,REUS airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
2540,international,IE_EIDW_MT_LMML,80503,DUBLIN airport - LUQA airport,IE_EIDW,IE,EIDW,DUBLIN airport,MT_LMML,MT,LMML,LUQA airport
2541,international,EL_LGZA_UK_EGBB,80433,ZAKINTHOS/DIONISIOS SOLOMOS airport - BIRMINGHAM airport,EL_LGZA,EL,LGZA,ZAKINTHOS/DIONISIOS SOLOMOS airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
2542,international,CY_LCLK_NO_ENGM,80383,LARNAKA/INTL airport - OSLO/GARDERMOEN airport,CY_LCLK,CY,LCLK,LARNAKA/INTL airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
2543,international,DK_EKCH_LU_ELLX,80365,KOBENHAVN/KASTRUP airport - LUXEMBOURG airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,LU_ELLX,LU,ELLX,LUXEMBOURG airport
2544,international,DE_EDDH_EL_LGAV,80336,HAMBURG airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,DE_EDDH,DE,EDDH,HAMBURG airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport
2545,domestic,FR_SOCA_FR_TFFF,80313,CAYENNE-ROCHAMBEAU airport - AIME CESAIRE MARTINIQUE airport,FR_SOCA,FR,SOCA,CAYENNE-ROCHAMBEAU airport,FR_TFFF,FR,TFFF,AIME CESAIRE MARTINIQUE airport
2546,international,EL_LGKR_NL_EHAM,80312,KERKIRA/IOANNIS KAPODISTRIAS airport - AMSTERDAM/SCHIPHOL airport,EL_LGKR,EL,LGKR,KERKIRA/IOANNIS KAPODISTRIAS airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
2547,domestic,IT_LICC_IT_LIMJ,80253,CATANIA/FONTANAROSSA airport - GENOVA/SESTRI airport,IT_LICC,IT,LICC,CATANIA/FONTANAROSSA airport,IT_LIMJ,IT,LIMJ,GENOVA/SESTRI airport
2548,international,IT_LIMJ_NL_EHAM,80244,GENOVA/SESTRI airport - AMSTERDAM/SCHIPHOL airport,IT_LIMJ,IT,LIMJ,GENOVA/SESTRI airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
2549,international,PL_EPWA_UK_EGLC,80198,WARSZAWA/CHOPINA airport - LONDON/CITY airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport,UK_EGLC,UK,EGLC,LONDON/CITY airport
2550,international,DE_EDDL_PL_EPKK,80188,DUESSELDORF airport - KRAKOW/BALICE airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,PL_EPKK,PL,EPKK,KRAKOW/BALICE airport
2551,domestic,ES_LEAS_ES_LEMG,80186,ASTURIAS airport - MALAGA/COSTA DEL SOL airport,ES_LEAS,ES,LEAS,ASTURIAS airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport
2552,international,DE_EDLW_HU_LHBP,80168,DORTMUND airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,DE_EDLW,DE,EDLW,DORTMUND airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
2553,international,ES_LEZL_UK_EGGD,80153,SEVILLA airport - BRISTOL airport,ES_LEZL,ES,LEZL,SEVILLA airport,UK_EGGD,UK,EGGD,BRISTOL airport
2554,domestic,UK_EGGW_UK_EGPD,80031,LONDON LUTON airport - ABERDEEN/DYCE airport,UK_EGGW,UK,EGGW,LONDON LUTON airport,UK_EGPD,UK,EGPD,ABERDEEN/DYCE airport
2555,domestic,FR_LFBP_FR_LFLL,80019,PAU-PYRENEES airport - LYON SAINT-EXUPERY airport,FR_LFBP,FR,LFBP,PAU-PYRENEES airport,FR_LFLL,FR,LFLL,LYON SAINT-EXUPERY airport
2556,international,FR_LFBO_IE_EIDW,79998,TOULOUSE/BLAGNAC airport - DUBLIN airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport,IE_EIDW,IE,EIDW,DUBLIN airport
2557,international,IT_LIMC_UK_EGLC,79949,MILANO/MALPENSA airport - LONDON/CITY airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport,UK_EGLC,UK,EGLC,LONDON/CITY airport
2558,international,DK_EKCH_UK_EGBB,79920,KOBENHAVN/KASTRUP airport - BIRMINGHAM airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
2559,international,DE_EDDL_PT_LPMA,79917,DUESSELDORF airport - MADEIRA airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,PT_LPMA,PT,LPMA,MADEIRA airport
2560,international,DE_EDDV_ES_LEBL,79849,HANNOVER airport - BARCELONA/EL PRAT airport,DE_EDDV,DE,EDDV,HANNOVER airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport
